Active,Confirmed,Date,Deceased,NewConfirmed,NewDeceased,NewRecovered,Recovered,State,doubling_time_last_10days,doubling_time_last_2days,doubling_time_last_5days,doubling_time_last_7days
28,31,2020-03-06,0,1,0,0,3,India,2.9680338512904085,42.27819005316107,1.8995024787210653,2.0776236959032857
31,34,2020-03-07,0,3,0,0,3,India,2.8551032199154984,15.007519045041137,1.998001726122719,1.9985722539408488
36,39,2020-03-08,0,5,0,0,3,India,2.7023815442731975,10.104103711598576,10.4592161349325,2.3620924992626393
45,48,2020-03-09,0,9,0,0,3,India,2.5,6.676452524310264,7.373849236784742,2.3333333333333335
59,63,2020-03-10,0,15,0,1,4,India,2.27670248696953,5.09791277133226,4.887186087152728,5.983289519730091
67,71,2020-03-11,0,8,0,0,4,India,2.612453706846743,11.596408165322849,4.706837992760776,5.632186712957083
76,81,2020-03-12,1,10,1,0,4,India,2.66319563348789,10.520618964009966,4.741818490932402,5.051767290701583
80,91,2020-03-13,1,10,0,6,10,India,5.880831818567449,11.908686290827012,5.418103451436728,4.928425882728912
90,102,2020-03-14,2,11,1,0,10,India,5.664006341761397,12.148402323888073,7.192739629923094,5.046779598243693
97,112,2020-03-15,2,10,0,3,13,India,5.396192175360762,14.822546684897786,7.60331611119778,5.726475293708761
110,126,2020-03-16,2,14,0,1,14,India,5.291517414000896,11.769898384723437,7.843999533585828,7.0
128,146,2020-03-17,3,20,1,1,15,India,5.250936092204577,9.409788190717359,7.331056692743495,6.730268088695551
153,171,2020-03-18,3,25,0,0,15,India,5.4558647396838245,8.770854394486708,6.70756336994191,6.493491362097802
174,198,2020-03-19,4,27,1,5,20,India,6.0529877460913735,9.456081233828748,6.082712495645169,6.241295733601147
229,256,2020-03-20,4,58,0,3,23,India,5.4046666298516834,5.396022452713373,4.888923288873749,5.272773141357827
307,334,2020-03-21,4,78,0,0,23,India,4.892716692640949,5.212347214320644,4.188026531741255,4.440639956706237
373,403,2020-03-22,7,69,3,0,23,India,4.6580059683786255,7.38193328374791,4.042744704185168,4.173234281627357
463,497,2020-03-23,9,94,2,2,25,India,4.376986906633706,6.612313165159066,3.765782144002096,3.9608946917468866
521,571,2020-03-24,10,74,1,15,40,India,4.255333611085387,9.987770284879241,4.32022572249041,4.024157776879042
603,657,2020-03-25,11,86,1,3,43,India,4.197325265113291,9.881294772734902,5.1227132231506625,4.045323947645162
664,730,2020-03-26,16,73,5,7,50,India,4.306765580733931,13.157626957921162,5.833511861473211,4.6303871089993285
789,883,2020-03-27,19,153,3,25,75,India,4.222229245901624,7.285523994105905,6.0301440672577415,4.9908548460806825
910,1019,2020-03-28,24,136,5,10,85,India,4.230867048912001,9.677323743628651,5.983785849393846,5.230507307691385
1010,1139,2020-03-29,27,120,3,17,102,India,4.643491242729993,12.452238230663804,6.298796212200296,5.850641529235022
1148,1326,2020-03-30,41,187,14,35,137,India,5.027245742369865,9.119385266576266,5.806442879183845,5.7588610630065125
1438,1635,2020-03-31,47,309,6,13,150,India,4.949419673270377,6.617917754881503,5.625529056654294,5.32187716631884
1837,2059,2020-04-01,53,424,6,19,169,India,4.87655947192221,6.01226753444645,4.927128855747882,4.679221139064046
2285,2545,2020-04-02,69,486,16,22,191,India,4.637997337801682,6.541894715217089,4.310724211246939,4.583610683670484
2792,3105,2020-04-03,83,560,14,39,230,India,4.463034485063339,6.970399206440902,4.0732782994326096,4.35475253199104
3302,3684,2020-04-04,96,579,13,56,286,India,4.282096478831889,8.1076766597329,4.266275577458831,4.133438460775901
3846,4293,2020-04-05,118,609,22,43,329,India,4.383079711997927,9.061536886993851,4.716792714826411,4.130024018452911
4249,4777,2020-04-06,134,484,16,65,394,India,4.486415710238747,12.977010238133047,5.503945544318145,4.525430277320304
4720,5350,2020-04-07,161,573,27,75,469,India,4.480746166464498,12.237354651140649,6.36986799220189,5.081319028653012
5169,5915,2020-04-08,181,565,20,96,565,India,4.635429510978392,13.808409160257806,7.319517813246123,5.753207869108046
5866,6728,2020-04-09,227,813,46,70,635,India,4.899830151130533,10.764289470208267,7.713769382862775,6.274737946237348
6564,7599,2020-04-10,249,871,22,151,786,India,5.3082338864490035,11.387454766565327,7.465977158014279,6.701536892661317
7191,8453,2020-04-11,290,854,41,186,972,India,5.774346194958841,13.016268136203827,7.576623625137665,7.161291790382951
7793,9211,2020-04-12,332,758,42,114,1086,India,6.374442976249764,16.142787174254746,7.824975656272443,7.389789871399526
8897,10454,2020-04-13,359,1243,27,112,1198,India,6.645798425999227,10.951381136511538,7.864040754708391,7.243045702004562
9724,11485,2020-04-14,396,1031,37,167,1365,India,7.043777463127997,14.73885052750087,8.391100834480575,7.312226338919797
10439,12371,2020-04-15,423,886,27,144,1509,India,7.284460062662388,18.65475568047186,9.100393867019413,7.9662004273024465
11216,13432,2020-04-16,449,1061,26,258,1767,India,7.529761351087503,16.847494865844414,9.187048411414795,8.517963720746785
11827,14354,2020-04-17,487,922,38,273,2040,India,7.818591463725338,20.881471556143456,10.931404615022576,9.163293506990653
12737,15725,2020-04-18,522,1371,35,426,2466,India,8.164528932605604,15.19673796329637,11.029999913772608,9.071701591666766
13891,17305,2020-04-19,560,1580,38,388,2854,India,8.422418243400974,14.479226626175288,10.325739551621608,9.626837946247276
14678,18544,2020-04-20,593,1239,33,419,3273,India,8.822877169451402,20.04740611051916,10.746255762171918,10.127291156027015
15459,20081,2020-04-21,646,1537,53,703,3976,India,8.893620947243585,17.40967633943993,10.322510552466872,10.016183423404966
16321,21373,2020-04-22,682,1292,36,394,4370,India,9.692417336428852,22.232520866661154,11.293580039010502,10.445963719858524
17306,23040,2020-04-23,722,1667,40,642,5012,India,9.95629326580311,18.458478538717706,12.107951338016974,10.253587463195185
18171,24448,2020-04-24,781,1408,59,484,5496,India,10.175483080836463,23.371111880987215,12.538745443480481,10.994941156579392
19520,26283,2020-04-25,825,1835,44,442,5938,India,10.325716229823334,19.154609584159193,12.876680152716787,11.609759187992607
20486,27890,2020-04-26,881,1607,56,585,6523,India,10.435198834726187,23.3595802263855,13.022240356119214,11.888678566600063
21416,29458,2020-04-27,939,1568,58,580,7103,India,11.042409322225696,25.344832268987574,14.103625693495236,12.662157706739789
22613,31360,2020-04-28,1008,1902,69,636,7739,India,11.658590516868571,22.15671833623426,13.919468764426252,12.655112475674775
23557,33065,2020-04-29,1079,1705,71,690,8429,India,11.98534293067578,26.185090686211204,15.097760531382404,13.431467864131797
24653,34866,2020-04-30,1154,1801,75,630,9059,India,12.5629759112506,26.138338043274775,15.524434357402358,13.669087467002345
26010,37262,2020-05-01,1231,2396,77,962,10021,India,12.470138898222533,20.858482785718856,14.74727765177072,13.900606380956473
27651,39826,2020-05-02,1323,2564,92,831,10852,India,12.665123601019177,20.832145117394038,14.501789805824734,13.619666646886293
29552,42778,2020-05-03,1463,2952,140,911,11763,India,12.389231209236685,19.387651385383176,13.45662717950322,13.006086585746147
32023,46434,2020-05-04,1566,3656,103,1082,12845,India,12.179502363595699,16.90438004541118,12.095973177996505,12.361899787068397
33571,49405,2020-05-05,1694,2971,128,1295,14140,India,12.122547484915913,22.352489867600678,12.286462974039166,12.08246132215365
35921,53007,2020-05-06,1785,3602,91,1161,15301,India,11.79908414770887,19.699419260557942,12.12202599956558,11.582461568280493
37686,56351,2020-05-07,1889,3344,104,1475,16776,India,11.827102151420013,22.660752899590452,12.57633271753527,11.730478494691782
39817,59690,2020-05-08,1986,3339,97,1111,17887,India,11.734550128769966,24.08244638401071,13.800424779794147,11.990845846484984
41463,62865,2020-05-09,2101,3175,115,1414,19301,India,11.75867213840701,26.7494943709895,14.384351234218315,12.603801568884027
43993,67176,2020-05-10,2213,4311,112,1669,20970,India,11.76137421441168,20.901072281460767,14.630021345308997,13.139017838505763
45925,70768,2020-05-11,2294,3592,81,1579,22549,India,12.057103985044362,26.612995491868293,15.213478506968936,13.502042221105638
47462,74330,2020-05-12,2414,3562,120,1905,24454,India,12.54586180142352,28.229663860468964,15.80001707409358,14.351269823263946
49088,78056,2020-05-13,2551,3726,137,1963,26417,India,13.345291284869651,28.342692767536565,16.012681469869435,14.891452348368105
51388,82047,2020-05-14,2648,3991,97,1594,28011,India,13.665056642264727,27.80053946016612,17.330740753007476,15.251829616485011
52858,85855,2020-05-15,2752,3808,104,2234,30245,India,14.373613775161814,30.556943437433713,17.933680693316596,15.567832217845982
53520,90649,2020-05-16,2872,4794,120,4012,34257,India,14.58044990908306,25.513800445332176,17.46136256176116,16.19076562789219
55879,95698,2020-05-17,3024,5049,152,2538,36795,India,14.684298156990115,25.576209901247456,17.008003657340122,16.077479609265392
57894,100326,2020-05-18,3155,4628,131,2482,39277,India,14.828729458361321,29.35355095142014,17.231097233263895,16.17827448469644
60870,106480,2020-05-19,3301,6154,146,3032,42309,India,15.047444324746804,23.286427454938377,16.09743894164658,15.62496380236856
63343,112200,2020-05-20,3435,5720,134,3113,45422,India,15.039773655599035,26.493505263124504,16.249083318432437,15.502152794972243
66087,118223,2020-05-21,3583,6023,148,3131,48553,India,14.936648686944356,26.51181654721303,16.396127474021345,15.166725387614358
69201,124759,2020-05-22,3725,6536,142,3280,51833,India,14.780601433761092,25.76218773731298,15.900862181958658,15.19160243554587
73146,131422,2020-05-23,3867,6665,142,2576,54409,India,14.712712642570445,26.644317931118753,16.46771871896428,15.295661083669794
76818,138535,2020-05-24,4023,7111,156,3285,57694,India,14.486949413791166,26.30066395014266,16.437752647006914,15.035818307164952
80070,144949,2020-05-25,4173,6414,150,3012,60706,India,14.767070789604494,30.630277635557892,17.004798893849916,15.73164849893831
82192,150815,2020-05-26,4346,5866,173,3571,64277,India,15.238809366988225,34.94393096486604,18.2724474211621,16.404689644676765
85804,158086,2020-05-27,4533,7271,187,3472,67749,India,15.243575424895882,29.44220988217588,18.761528494808616,16.698518156110385
0,0,2020-03-14,0,0,0,0,0,Andaman and Nicobar Islands,,,,
0,0,2020-03-15,0,0,0,0,0,Andaman and Nicobar Islands,,,,
0,0,2020-03-16,0,0,0,0,0,Andaman and Nicobar Islands,,,,
0,0,2020-03-17,0,0,0,0,0,Andaman and Nicobar Islands,,,,
0,0,2020-03-18,0,0,0,0,0,Andaman and Nicobar Islands,,,,
0,0,2020-03-19,0,0,0,0,0,Andaman and Nicobar Islands,,,,
0,0,2020-03-20,0,0,0,0,0,Andaman and Nicobar Islands,,,,
0,0,2020-03-21,0,0,0,0,0,Andaman and Nicobar Islands,,,,
0,0,2020-03-22,0,0,0,0,0,Andaman and Nicobar Islands,,,,
0,0,2020-03-23,0,0,0,0,0,Andaman and Nicobar Islands,,,,
0,0,2020-03-24,0,0,0,0,0,Andaman and Nicobar Islands,,,,
0,0,2020-03-25,0,0,0,0,0,Andaman and Nicobar Islands,,,,
1,1,2020-03-26,0,1,0,0,0,Andaman and Nicobar Islands,0.0,0.0,0.0,0.0
6,6,2020-03-27,0,5,0,0,0,Andaman and Nicobar Islands,0.0,0.7737056144690831,0.0,0.0
9,9,2020-03-28,0,3,0,0,0,Andaman and Nicobar Islands,0.0,3.419022582702909,0.0,0.0
9,9,2020-03-29,0,0,0,0,0,Andaman and Nicobar Islands,0.0,,0.0,0.0
10,10,2020-03-30,0,1,0,0,0,Andaman and Nicobar Islands,0.0,13.157626957921162,1.5051499783199058,0.0
10,10,2020-03-31,0,0,0,0,0,Andaman and Nicobar Islands,0.0,,6.7845772442836205,0.0
10,10,2020-04-01,0,0,0,0,0,Andaman and Nicobar Islands,0.0,,32.894067394802896,2.1072099696478683
10,10,2020-04-02,0,0,0,0,0,Andaman and Nicobar Islands,0.0,,32.894067394802896,9.498408141997068
10,10,2020-04-03,0,0,0,0,0,Andaman and Nicobar Islands,0.0,,,46.05169435272406
10,10,2020-04-04,0,0,0,0,0,Andaman and Nicobar Islands,3.010299956639812,,,46.05169435272406
10,10,2020-04-05,0,0,0,0,0,Andaman and Nicobar Islands,13.569154488567241,,,
10,10,2020-04-06,0,0,0,0,0,Andaman and Nicobar Islands,65.78813478960579,,,
10,10,2020-04-07,0,0,0,0,0,Andaman and Nicobar Islands,65.78813478960579,,,
11,11,2020-04-08,0,1,0,0,0,Andaman and Nicobar Islands,72.72540897341713,14.545081794683425,36.36270448670857,50.90778628139199
1,11,2020-04-09,0,0,0,10,10,Andaman and Nicobar Islands,72.72540897341713,,36.36270448670857,50.90778628139199
1,11,2020-04-10,0,0,0,0,10,Andaman and Nicobar Islands,72.72540897341713,,36.36270448670857,50.90778628139199
1,11,2020-04-11,0,0,0,0,10,Andaman and Nicobar Islands,72.72540897341713,,36.36270448670857,50.90778628139199
1,11,2020-04-12,0,0,0,0,10,Andaman and Nicobar Islands,72.72540897341713,,,50.90778628139199
1,11,2020-04-13,0,0,0,0,10,Andaman and Nicobar Islands,72.72540897341713,,,50.90778628139199
1,11,2020-04-14,0,0,0,0,10,Andaman and Nicobar Islands,72.72540897341713,,,
1,11,2020-04-15,0,0,0,0,10,Andaman and Nicobar Islands,72.72540897341713,,,
0,11,2020-04-16,0,0,0,1,11,Andaman and Nicobar Islands,72.72540897341713,,,
1,12,2020-04-17,0,1,0,0,11,Andaman and Nicobar Islands,79.66167236297811,15.932334472595622,39.830836181489055,55.76317065408468
3,14,2020-04-18,0,2,0,0,11,Andaman and Nicobar Islands,28.741966696952048,8.99311221120384,14.370983348476024,20.11937668786643
4,15,2020-04-19,0,1,0,0,11,Andaman and Nicobar Islands,22.34841742965671,20.09329849942656,11.174208714828355,15.643892200759694
5,16,2020-04-20,0,1,0,0,11,Andaman and Nicobar Islands,18.49904719693612,21.48010733256263,9.24952359846806,12.94933303785528
6,17,2020-04-21,0,1,0,0,11,Andaman and Nicobar Islands,15.92277523781878,22.866853756505872,9.950242013238237,11.145942666473145
7,18,2020-04-22,0,1,0,0,11,Andaman and Nicobar Islands,14.074726439421825,24.253548480223827,13.790437447251966,9.852308507595275
11,22,2020-04-23,0,4,0,0,11,Andaman and Nicobar Islands,10.0,6.908304961654759,9.049101861418855,8.00485672573663
18,29,2020-04-24,0,7,0,0,11,Andaman and Nicobar Islands,7.150265959930188,5.0181987928635055,5.827634910790253,6.662693968317139
22,33,2020-04-25,0,4,0,0,11,Andaman and Nicobar Islands,6.309297535714574,10.728858326106408,5.225035605362561,6.153827090507419
22,33,2020-04-26,0,0,0,0,11,Andaman and Nicobar Islands,6.851982561085813,,5.717754804097593,6.702450607726452
22,33,2020-04-27,0,0,0,0,11,Andaman and Nicobar Islands,8.083818218387457,,8.547556456757274,7.315049847507588
18,33,2020-04-28,0,0,0,4,15,Andaman and Nicobar Islands,8.791181557867741,,26.822145815266023,8.00485672573663
18,33,2020-04-29,0,0,0,0,15,Andaman and Nicobar Islands,9.574929439609221,,,11.966579039460182
17,33,2020-04-30,0,0,0,1,16,Andaman and Nicobar Islands,10.450071210725122,,,37.55100414137243
17,33,2020-05-01,0,0,0,0,16,Andaman and Nicobar Islands,11.435509608195186,,,
7,33,2020-05-02,0,0,0,10,26,Andaman and Nicobar Islands,17.095112913514548,,,
1,33,2020-05-03,0,0,0,6,32,Andaman and Nicobar Islands,53.644291630532045,,,
1,33,2020-05-04,0,0,0,0,32,Andaman and Nicobar Islands,,,,
1,33,2020-05-05,0,0,0,0,32,Andaman and Nicobar Islands,,,,
1,33,2020-05-06,0,0,0,0,32,Andaman and Nicobar Islands,,,,
0,33,2020-05-07,0,0,0,1,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-08,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-09,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-10,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-11,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-12,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-13,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-14,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-15,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-16,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-17,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-18,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-19,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-20,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-21,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-22,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-23,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-24,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-25,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-26,0,0,0,0,33,Andaman and Nicobar Islands,,,,
0,33,2020-05-27,0,0,0,0,33,Andaman and Nicobar Islands,,,,
1,1,2020-03-14,0,1,0,0,0,Andhra Pradesh,,,,
1,1,2020-03-15,0,0,0,0,0,Andhra Pradesh,,,,
1,1,2020-03-16,0,0,0,0,0,Andhra Pradesh,,,,
1,1,2020-03-17,0,0,0,0,0,Andhra Pradesh,,,,
1,1,2020-03-18,0,0,0,0,0,Andhra Pradesh,,,,
3,3,2020-03-19,0,2,0,0,0,Andhra Pradesh,,1.2618595071429148,3.154648767857287,
3,3,2020-03-20,0,0,0,0,0,Andhra Pradesh,,,3.154648767857287,4.4165082750002025
5,5,2020-03-21,0,2,0,0,0,Andhra Pradesh,,2.713830897713448,2.1533827903669653,3.014735906513752
6,6,2020-03-22,0,1,0,0,0,Andhra Pradesh,,7.603568033847861,1.934264036172708,2.7079696506417914
7,7,2020-03-23,0,1,0,0,0,Andhra Pradesh,3.5620718710802217,8.99311221120384,4.090339495506258,2.4934503097561547
8,8,2020-03-24,0,1,0,0,0,Andhra Pradesh,3.333333333333333,10.381786139368867,3.5334752630571185,2.333333333333333
9,10,2020-03-25,0,2,0,1,1,Andhra Pradesh,3.010299956639812,6.21256743901078,5.0,4.030016497454114
10,11,2020-03-26,0,1,0,0,1,Andhra Pradesh,2.8906482631788784,14.545081794683425,5.717754804097593,3.7343906779226868
12,13,2020-03-27,0,2,0,0,1,Andhra Pradesh,2.702381544273197,8.298476292364223,5.5985725229304935,5.077940498954773
18,19,2020-03-28,0,6,0,0,1,Andhra Pradesh,3.755212686694933,3.6530494691575313,4.006642970954926,4.209348931845743
20,21,2020-03-29,0,2,0,0,1,Andhra Pradesh,3.5620718710802217,13.851383446452367,4.671197544401621,4.4165082750002025
22,23,2020-03-30,0,2,0,0,1,Andhra Pradesh,4.5420813044215045,15.238729949686984,4.698672544308729,4.5944964510114445
43,44,2020-03-31,0,21,0,0,1,Andhra Pradesh,3.4789032651878147,2.137049719600701,2.8425372502224246,3.2748484024576165
109,111,2020-04-01,0,67,0,1,2,Andhra Pradesh,2.508113153954933,1.4981450181352658,1.963488265828148,2.098960438808886
147,149,2020-04-02,0,38,0,0,2,Andhra Pradesh,2.3701352414585743,4.708622725809671,1.768752519047604,1.9893547906796818
161,164,2020-04-03,1,15,1,0,2,Andhra Pradesh,2.477931597116356,14.452591739535348,1.7642969503505133,2.2510756587706555
189,192,2020-04-04,1,28,0,0,2,Andhra Pradesh,2.4239304675738778,8.794668822557389,2.3523534953761893,2.192539361284524
250,256,2020-04-05,1,64,0,3,5,Andhra Pradesh,2.32581923369999,4.818841679306419,4.1473671230746465,2.0135552285179164
295,303,2020-04-06,3,47,2,0,5,Andhra Pradesh,2.5029744910647524,8.22456404026653,4.8827864504735725,2.5146005206603466
305,314,2020-04-07,4,11,1,0,5,Andhra Pradesh,2.562589108100196,38.875135953133395,5.3357878283265325,4.666029341366486
338,348,2020-04-08,4,34,0,1,6,Andhra Pradesh,2.5514229473386307,13.484108412436907,5.827634910790253,5.720005835050545
347,363,2020-04-09,6,15,2,4,10,Andhra Pradesh,3.2847258298171016,32.85030132711388,9.924066245385363,6.106743787431518
365,381,2020-04-10,6,18,0,0,10,Andhra Pradesh,5.62040465518259,28.644492693746862,15.129819722665891,7.0801137042522955
389,405,2020-04-11,6,24,0,0,10,Andhra Pradesh,6.931882442266862,22.693513475307444,13.618139512248392,10.577563723500294
401,420,2020-04-12,7,15,1,2,12,Andhra Pradesh,7.370861512806475,38.11889366840296,18.42964518475044,14.85973889717038
420,439,2020-04-13,7,19,0,0,12,Andhra Pradesh,8.38142434808521,31.33243766579428,18.231448059135555,14.479072529106695
457,484,2020-04-14,11,45,4,4,16,Andhra Pradesh,10.8830123943805,14.205947107397805,14.483683487972186,14.708362336531456
491,525,2020-04-15,14,41,3,4,20,Andhra Pradesh,12.610346377582527,17.048790401064288,13.354860842598677,13.149296417902448
500,534,2020-04-16,14,9,0,0,20,Andhra Pradesh,13.053549083137286,81.5583546183197,14.432079736786527,14.372278100379305
523,572,2020-04-17,14,38,0,15,35,Andhra Pradesh,13.948405165898855,20.166290202376143,13.096060404125636,14.053593688530322
545,603,2020-04-18,16,31,2,7,42,Andhra Pradesh,13.657686005120445,26.26641720754363,15.76536323500676,13.415906982681726
565,647,2020-04-19,17,44,1,23,65,Andhra Pradesh,13.089438446343578,19.683545650037736,16.58659270982995,12.510169596010424
610,722,2020-04-20,20,75,3,27,92,Andhra Pradesh,11.989301766934528,12.639578478472242,11.490050547389776,12.131888401220019
639,757,2020-04-21,22,35,2,4,96,Andhra Pradesh,11.766035135366408,29.28495092074525,12.367722471106793,13.258181479888325
669,813,2020-04-22,24,56,2,24,120,Andhra Pradesh,11.248158517771422,19.42463227389309,11.598308358821873,11.54323846565773
725,893,2020-04-23,27,80,3,21,141,Andhra Pradesh,11.316657730131018,14.770522607733653,10.755129167059257,10.892482928018065
781,955,2020-04-24,29,62,2,4,145,Andhra Pradesh,11.585024733295493,20.65250392393968,12.391515502456643,10.552614316289256
814,1016,2020-04-25,31,61,2,26,171,Andhra Pradesh,10.775992645609401,22.389455571501628,11.777586494236633,10.751651244156179
835,1097,2020-04-26,31,81,0,60,231,Andhra Pradesh,10.64422609904937,18.072867766397028,11.567747471398835,11.599144498824248
911,1177,2020-04-27,31,80,0,4,235,Andhra Pradesh,10.363935683730492,19.69457754795093,12.550760297544727,10.99334075936723
970,1259,2020-04-28,31,82,0,23,258,Andhra Pradesh,10.411887331359164,20.583763206272497,12.540579912179231,11.094363453732962
1014,1332,2020-04-29,31,73,0,29,287,Andhra Pradesh,11.31832012260864,24.595466267709607,12.797749879578912,12.134617943870488
1051,1403,2020-04-30,31,71,0,34,321,Andhra Pradesh,11.234064153217275,26.694811344887018,14.086432192614286,12.613922399204744
1027,1463,2020-05-01,33,60,2,82,403,Andhra Pradesh,11.79798296686892,33.104492723838,15.932931327437696,13.307241827670195
1051,1525,2020-05-02,33,62,0,38,441,Andhra Pradesh,12.952073302224324,33.40042744446283,18.081158098522693,14.729222695900635
1062,1583,2020-05-03,33,58,0,47,488,Andhra Pradesh,13.71575383827981,37.13881610040698,20.07490565076065,16.372471477040136
1093,1650,2020-05-04,33,67,0,36,524,Andhra Pradesh,14.294584639894554,33.44214907232351,21.371995282987797,17.940081804286887
1094,1717,2020-05-05,34,67,1,65,589,Andhra Pradesh,15.4720559803697,34.828634057790744,21.648745054514627,19.110230040898468
1012,1777,2020-05-06,36,60,2,140,729,Andhra Pradesh,16.825687331580983,40.36030285985193,22.661920005158454,20.532153985590533
1015,1833,2020-05-07,38,56,2,51,780,Andhra Pradesh,18.452618653471035,44.67965351909977,23.635573819412993,21.520118689731984
1004,1887,2020-05-08,41,54,3,62,842,Andhra Pradesh,19.900484026476477,47.74678497878657,25.822658450822487,22.780141866954327
999,1930,2020-05-09,44,43,3,45,887,Andhra Pradesh,21.735074550066727,61.526299104849855,29.636512649838448,24.480695207653998
1010,1980,2020-05-10,45,50,1,38,925,Andhra Pradesh,22.905799443835484,54.20115479937343,32.03962682816775,26.612488118467517
975,2018,2020-05-11,45,38,0,73,998,Andhra Pradesh,24.74531308607095,72.92418356400619,36.0439881668315,30.03825993281823
987,2089,2020-05-12,46,71,1,58,1056,Andhra Pradesh,24.99055126437397,40.091152880305636,34.07896531201356,29.995439274219336
948,2137,2020-05-13,47,48,1,86,1142,Andhra Pradesh,26.800965696379237,61.02320861658034,34.01683113924539,31.619821748078998
965,2205,2020-05-14,48,68,1,50,1192,Andhra Pradesh,27.70938052457633,44.25586745420504,32.2002649412765,31.154834103764305
1007,2307,2020-05-15,48,102,0,60,1252,Andhra Pradesh,26.555182864074364,30.656345503341516,25.894415164862405,27.19321468089909
953,2355,2020-05-16,49,48,1,101,1353,Andhra Pradesh,27.66096598250324,67.31954096113003,28.91601369523881,27.974640481148228
874,2380,2020-05-17,50,25,1,103,1456,Andhra Pradesh,29.86258873776041,131.28085608898408,32.18027844351349,29.407390777975213
830,2432,2020-05-18,50,52,0,96,1552,Andhra Pradesh,29.981197475954733,64.14027684147243,35.3695405711436,31.915271501138932
816,2489,2020-05-19,52,57,2,69,1621,Andhra Pradesh,30.296989265697665,59.83903024864513,45.64199867915943,31.82117267266716
843,2560,2020-05-20,53,71,1,43,1664,Andhra Pradesh,29.1360319444093,49.28830168326961,41.52246248069147,32.502936782512734
