State,District,Date,Confirmed,Active,Recovered,Deceased,NewConfirmed,NewDeceased,NewRecovered,NewDistrict,NewState
Jharkhand,Bokaro,2020-04-30,10,5,4,1,0.0,0.0,0.0,Bokaro,Jharkhand
Uttar Pradesh,Bulandshahr,2020-04-30,51,41,9,1,1.0,0.0,0.0,Bulandshahr,Uttar Pradesh
Punjab,Gurdaspur,2020-04-30,4,3,0,1,3.0,0.0,0.0,Gurdaspur,Punjab
Punjab,Firozpur,2020-04-30,2,2,0,0,1.0,0.0,0.0,Firozpur,Punjab
Madhya Pradesh,Shajapur,2020-04-30,6,2,4,0,0.0,0.0,0.0,Shajapur,Madhya Pradesh
Madhya Pradesh,Sheopur,2020-04-30,4,0,4,0,0.0,0.0,0.0,Sheopur,Madhya Pradesh
Uttar Pradesh,Etah,2020-04-30,4,4,0,0,1.0,0.0,0.0,Etah,Uttar Pradesh
Punjab,Fatehgarh Sahib,2020-04-30,2,0,2,0,0.0,0.0,0.0,Fatehgarh Sahib,Punjab
Madhya Pradesh,Shivpuri,2020-04-30,2,0,2,0,0.0,0.0,0.0,Shivpuri,Madhya Pradesh
Uttarakhand,Almora,2020-04-30,1,0,1,0,0.0,0.0,0.0,Almora,Uttarakhand
Jharkhand,Giridih,2020-04-30,1,1,0,0,0.0,0.0,0.0,Giridih,Jharkhand
Punjab,Mansa,2020-04-30,13,10,3,0,0.0,0.0,0.0,Mansa,Punjab
Uttar Pradesh,Bhadohi,2020-04-30,1,0,1,0,0.0,0.0,1.0,Bhadohi,Uttar Pradesh
Punjab,Rupnagar,2020-04-30,5,2,2,1,2.0,0.0,0.0,Rupnagar,Punjab
Madhya Pradesh,Hoshangabad,2020-04-30,35,18,14,3,0.0,1.0,0.0,Hoshangabad,Madhya Pradesh
Andhra Pradesh,Y.S.R.,2020-04-30,73,45,28,0,4.0,0.0,0.0,Y.S.R.,Andhra Pradesh
Andhra Pradesh,Srikakulam,2020-04-30,5,5,0,0,0.0,0.0,0.0,Srikakulam,Andhra Pradesh
Uttar Pradesh,Bara Banki,2020-04-30,1,0,1,0,0.0,0.0,0.0,Barabanki,Uttar Pradesh
Madhya Pradesh,Indore,2020-04-30,1486,1241,177,68,10.0,3.0,0.0,Indore,Madhya Pradesh
Jharkhand,Simdega,2020-04-30,2,1,1,0,0.0,0.0,0.0,Simdega,Jharkhand
Uttarakhand,Unknown,2020-04-30,0,0,3,0,0.0,0.0,-8.0,Unknown,Uttarakhand
Gujarat,Valsad,2020-04-30,5,4,0,1,0.0,0.0,0.0,Valsad,Gujarat
Punjab,Patiala,2020-04-30,64,61,2,1,1.0,0.0,0.0,Patiala,Punjab
Madhya Pradesh,Jabalpur,2020-04-30,85,77,7,1,7.0,0.0,0.0,Jabalpur,Madhya Pradesh
Jharkhand,Ranchi,2020-04-30,81,69,10,2,3.0,0.0,0.0,Ranchi,Jharkhand
Uttar Pradesh,Bareilly,2020-04-30,8,1,6,1,1.0,1.0,0.0,Bareilly,Uttar Pradesh
Punjab,Pathankot,2020-04-30,25,15,9,1,0.0,0.0,0.0,Pathankot,Punjab
Uttarakhand,Udham Singh Nagar,2020-04-30,7,3,4,0,3.0,0.0,0.0,Udham Singh Nagar,Uttarakhand
Jharkhand,Kodarma,2020-04-30,1,1,0,0,0.0,0.0,0.0,Kodarma,Jharkhand
Gujarat,Dang,2020-04-30,2,2,0,0,0.0,0.0,0.0,Dang,Gujarat
Madhya Pradesh,Khandwa,2020-04-30,46,11,31,4,0.0,1.0,19.0,East Nimar,Madhya Pradesh
Uttar Pradesh,Basti,2020-04-30,23,9,13,1,0.0,0.0,0.0,Basti,Uttar Pradesh
Punjab,Moga,2020-04-30,5,1,4,0,1.0,0.0,0.0,Moga,Punjab
Uttarakhand,Pauri Garhwal,2020-04-30,1,0,1,0,0.0,0.0,0.0,Garhwal,Uttarakhand
Jharkhand,Hazaribagh,2020-04-30,3,1,2,0,0.0,0.0,0.0,Hazaribagh,Jharkhand
Madhya Pradesh,Khargone,2020-04-30,70,41,22,7,0.0,0.0,0.0,West Nimar,Madhya Pradesh
Uttarakhand,Nainital,2020-04-30,10,2,8,0,0.0,0.0,2.0,Nainital,Uttarakhand
Gujarat,Surendranagar,2020-04-30,1,1,0,0,0.0,0.0,0.0,Surendranagar,Gujarat
Madhya Pradesh,Tikamgarh,2020-04-30,2,2,0,0,0.0,0.0,0.0,Tikamgarh,Madhya Pradesh
Punjab,Faridkot,2020-04-30,6,4,2,0,0.0,0.0,1.0,Faridkot,Punjab
Madhya Pradesh,Ujjain,2020-04-30,138,109,5,24,11.0,1.0,0.0,Ujjain,Madhya Pradesh
Madhya Pradesh,Vidisha,2020-04-30,13,0,13,0,0.0,0.0,0.0,Vidisha,Madhya Pradesh
Jammu and Kashmir,Samba,2020-04-30,4,0,4,0,0.0,0.0,0.0,Samba,Jammu and Kashmir
Uttar Pradesh,Ayodhya,2020-04-30,1,1,0,0,0.0,0.0,0.0,Faizabad,Uttar Pradesh
Uttar Pradesh,Gonda,2020-04-30,2,2,0,0,0.0,0.0,0.0,Gonda,Uttar Pradesh
Maharashtra,Ahmadnagar,2020-04-30,42,17,23,2,0.0,0.0,0.0,Ahmadnagar,Maharashtra
Haryana,Faridabad,2020-04-30,53,11,41,1,7.0,1.0,0.0,Faridabad,Haryana
Odisha,Jharsuguda,2020-04-30,1,1,0,0,0.0,0.0,0.0,Jharsuguda,Odisha
Odisha,Debagarh,2020-04-30,1,1,0,0,0.0,0.0,0.0,Debagarh,Odisha
Maharashtra,Akola,2020-04-30,39,30,8,1,0.0,0.0,0.0,Akola,Maharashtra
Odisha,Koraput,2020-04-30,1,1,0,0,0.0,0.0,0.0,Koraput,Odisha
Jammu and Kashmir,Rajouri,2020-04-30,4,1,3,0,0.0,0.0,0.0,Rajouri,Jammu and Kashmir
Uttar Pradesh,Shrawasti,2020-04-30,5,4,0,1,0.0,0.0,0.0,Shravasti,Uttar Pradesh
Maharashtra,Amravati,2020-04-30,28,17,4,7,0.0,0.0,0.0,Amravati,Maharashtra
Jammu and Kashmir,Pulwama,2020-04-30,7,4,3,0,2.0,0.0,0.0,Pulwama,Jammu and Kashmir
Haryana,Fatehabad,2020-04-30,1,0,1,0,0.0,0.0,0.0,Fatehabad,Haryana
Uttar Pradesh,Balrampur,2020-04-30,1,1,0,0,0.0,0.0,0.0,Balrampur,Uttar Pradesh
Odisha,Sundargarh,2020-04-30,10,5,5,0,0.0,0.0,2.0,Sundargarh,Odisha
Uttar Pradesh,Bahraich,2020-04-30,9,9,0,0,0.0,0.0,0.0,Bahraich,Uttar Pradesh
Maharashtra,Aurangabad,2020-04-30,131,102,22,7,26.0,0.0,0.0,Aurangabad,Maharashtra
Uttar Pradesh,Hapur,2020-04-30,26,21,5,0,0.0,0.0,0.0,Hapur,Uttar Pradesh
Jammu and Kashmir,Kupwara,2020-04-30,49,30,19,0,0.0,0.0,0.0,Kupwara,Jammu and Kashmir
Haryana,Gurugram,2020-04-30,54,16,38,0,3.0,0.0,2.0,Gurgaon,Haryana
Odisha,Puri,2020-04-30,1,0,1,0,0.0,0.0,0.0,Puri,Odisha
Maharashtra,Bid,2020-04-30,1,0,1,0,0.0,0.0,0.0,Bid,Maharashtra
Uttar Pradesh,Hardoi,2020-04-30,2,0,2,0,0.0,0.0,0.0,Hardoi,Uttar Pradesh
Odisha,Khordha,2020-04-30,47,19,27,1,0.0,0.0,0.0,Khordha,Odisha
Haryana,Charki Dadri,2020-04-30,1,0,1,0,0.0,0.0,0.0,Dadri,Haryana
Gujarat,Vadodara,2020-04-30,289,185,87,17,19.0,1.0,0.0,Vadodara,Gujarat
Uttar Pradesh,Jalaun,2020-04-30,3,3,0,0,0.0,0.0,0.0,Jalaun,Uttar Pradesh
Haryana,Bhiwani,2020-04-30,3,1,2,0,0.0,0.0,0.0,Bhiwani,Haryana
Uttar Pradesh,Etawah,2020-04-30,2,1,1,0,0.0,0.0,0.0,Etawah,Uttar Pradesh
Punjab,Barnala,2020-04-30,2,0,1,1,0.0,0.0,0.0,Barnala,Punjab
Madhya Pradesh,Burhanpur,2020-04-30,1,1,0,0,0.0,0.0,0.0,Burhanpur,Madhya Pradesh
Madhya Pradesh,Dindori,2020-04-30,1,1,0,0,0.0,0.0,0.0,Dindori,Madhya Pradesh
Jammu and Kashmir,Reasi,2020-04-30,1,1,0,0,0.0,0.0,0.0,Reasi,Jammu and Kashmir
Uttar Pradesh,Firozabad,2020-04-30,111,99,10,2,11.0,1.0,7.0,Firozabad,Uttar Pradesh
Punjab,Amritsar,2020-04-30,42,34,6,2,28.0,0.0,0.0,Amritsar,Punjab
Uttar Pradesh,Kanpur Dehat,2020-04-30,1,1,0,0,0.0,0.0,0.0,Kanpur Dehat,Uttar Pradesh
Madhya Pradesh,Other Region,2020-04-30,2,2,0,0,0.0,0.0,0.0,Other Region,Madhya Pradesh
Puducherry,Puducherry,2020-04-30,7,3,4,0,0.0,0.0,0.0,Puducherry,Puducherry
Madhya Pradesh,Harda,2020-04-30,1,1,0,0,0.0,0.0,0.0,Harda,Madhya Pradesh
Jammu and Kashmir,Ramban,2020-04-30,1,1,0,0,0.0,0.0,0.0,Ramban,Jammu and Kashmir
Uttar Pradesh,Jhansi,2020-04-30,4,4,0,0,3.0,0.0,0.0,Jhansi,Uttar Pradesh
Uttar Pradesh,Gautam Buddha Nagar,2020-04-30,141,53,88,0,7.0,0.0,9.0,Gautam Buddha Nagar,Uttar Pradesh
Puducherry,Mahe,2020-04-30,1,0,1,0,0.0,0.0,0.0,Mahe,Puducherry
Madhya Pradesh,Ashoknagar,2020-04-30,1,0,0,1,0.0,0.0,0.0,Ashoknagar,Madhya Pradesh
Madhya Pradesh,Rewa,2020-04-30,2,2,0,0,0.0,0.0,0.0,Rewa,Madhya Pradesh
Jammu and Kashmir,Udhampur,2020-04-30,20,2,17,1,0.0,0.0,1.0,Udhampur,Jammu and Kashmir
Uttar Pradesh,Ghaziabad,2020-04-30,62,18,44,0,2.0,0.0,13.0,Ghaziabad,Uttar Pradesh
Madhya Pradesh,Shahdol,2020-04-30,3,3,0,0,1.0,0.0,0.0,Shahdol,Madhya Pradesh
Haryana,Ambala,2020-04-30,14,3,10,1,0.0,0.0,0.0,Ambala,Haryana
Jammu and Kashmir,Srinagar,2020-04-30,89,19,68,2,2.0,0.0,17.0,Srinagar,Jammu and Kashmir
Uttar Pradesh,Gorakhpur,2020-04-30,2,2,0,0,1.0,0.0,0.0,Gorakhpur,Uttar Pradesh
Uttar Pradesh,Ghazipur,2020-04-30,6,1,5,0,0.0,0.0,0.0,Ghazipur,Uttar Pradesh
Jammu and Kashmir,Shupiyan,2020-04-30,72,59,13,0,1.0,0.0,0.0,Shupiyan,Jammu and Kashmir
Odisha,Kendujhar,2020-04-30,1,1,0,0,0.0,0.0,0.0,Kendujhar,Odisha
Madhya Pradesh,Sagar,2020-04-30,5,4,1,0,0.0,0.0,0.0,Sagar,Madhya Pradesh
Gujarat,Ahmadabad,2020-04-30,3026,2561,316,149,249.0,12.0,53.0,Ahmadabad,Gujarat
Tamil Nadu,Virudhunagar,2020-04-30,32,13,19,0,0.0,0.0,3.0,Virudunagar,Tamil Nadu
Gujarat,Botad,2020-04-30,20,17,2,1,0.0,0.0,0.0,Botad,Gujarat
Rajasthan,Other state,2020-04-30,0,-2,0,2,0.0,0.0,-2.0,Other state,Rajasthan
Chhattisgarh,Durg,2020-04-30,1,0,1,0,0.0,0.0,0.0,Durg,Chhattisgarh
Rajasthan,Evacuees,2020-04-30,61,27,34,0,0.0,0.0,0.0,Evacuees,Rajasthan
Telangana,Kumuram Bheem Asifabad,2020-04-30,7,7,0,0,0.0,0.0,0.0,Kumuram Bheem Asifabad,Telangana
Tamil Nadu,Viluppuram,2020-04-30,54,29,23,2,0.0,0.0,0.0,Viluppuram,Tamil Nadu
Bihar,Vaishali,2020-04-30,3,2,0,1,0.0,0.0,0.0,Vaishali,Bihar
Tamil Nadu,Thanjavur,2020-04-30,54,19,35,0,0.0,0.0,2.0,Thanjavur,Tamil Nadu
Telangana,Medchal Malkajgiri,2020-04-30,22,18,3,1,0.0,0.0,0.0,Medchal Malkajgiri,Telangana
Bihar,Araria,2020-04-30,1,1,0,0,0.0,0.0,0.0,Araria,Bihar
Bihar,Sitamarhi,2020-04-30,6,6,0,0,4.0,0.0,0.0,Sitamarhi,Bihar
Telangana,Ranga Reddy,2020-04-30,33,21,10,2,0.0,0.0,0.0,Ranga Reddy,Telangana
Tamil Nadu,Ariyalur,2020-04-30,6,2,4,0,1.0,0.0,0.0,Ariyalur,Tamil Nadu
Tamil Nadu,Coimbatore,2020-04-30,141,16,125,0,0.0,0.0,4.0,Coimbatore,Tamil Nadu
Tamil Nadu,Namakkal,2020-04-30,61,12,49,0,0.0,0.0,0.0,Namakkal,Tamil Nadu
Bihar,Kaimur Bhabua,2020-04-30,18,18,0,0,0.0,0.0,0.0,Kaimur,Bihar
Bihar,Jehanabad,2020-04-30,4,4,0,0,0.0,0.0,0.0,Jehanabad,Bihar
Rajasthan,Kota,2020-04-30,197,81,109,7,5.0,0.0,11.0,Kota,Rajasthan
Telangana,Khammam,2020-04-30,8,7,1,0,0.0,0.0,0.0,Khammam,Telangana
Rajasthan,Jaisalmer,2020-04-30,35,5,30,0,0.0,0.0,0.0,Jaisalmer,Rajasthan
Telangana,Warangal Urban,2020-04-30,27,5,22,0,0.0,0.0,0.0,Warangal Urban,Telangana
Delhi,Unknown,2020-04-30,2727,0,1094,59,76.0,3.0,2.0,Unknown,Delhi
Rajasthan,Baran,2020-04-30,1,1,0,0,0.0,0.0,0.0,Baran,Rajasthan
Delhi,East Delhi,2020-04-30,38,38,0,0,0.0,0.0,0.0,East Delhi,Delhi
Gujarat,Banas Kantha,2020-04-30,28,23,4,1,0.0,0.0,3.0,Banas Kantha,Gujarat
Tamil Nadu,Dindigul,2020-04-30,80,8,71,1,0.0,0.0,5.0,Dindigul,Tamil Nadu
Delhi,South West Delhi,2020-04-30,42,42,0,0,0.0,0.0,0.0,South West Delhi,Delhi
Delhi,North West Delhi,2020-04-30,32,32,0,0,0.0,0.0,0.0,North West Delhi,Delhi
Tamil Nadu,Tiruppur,2020-04-30,112,9,103,0,0.0,0.0,12.0,Tiruppur,Tamil Nadu
Telangana,Vikarabad,2020-04-30,37,30,6,1,0.0,0.0,0.0,Vikarabad,Telangana
Telangana,Bhadradri Kothagudem,2020-04-30,4,0,4,0,0.0,0.0,0.0,Kottagudem,Telangana
Rajasthan,Jhunjhunu,2020-04-30,42,9,33,0,0.0,0.0,0.0,Jhunjhunun,Rajasthan
Delhi,South Delhi,2020-04-30,70,70,0,0,0.0,0.0,0.0,South Delhi,Delhi
Bihar,Arwal,2020-04-30,4,4,0,0,0.0,0.0,0.0,Arwal,Bihar
Chhattisgarh,Bilaspur,2020-04-30,1,0,1,0,0.0,0.0,0.0,Bilaspur,Chhattisgarh
Delhi,Central Delhi,2020-04-30,184,184,0,0,0.0,0.0,0.0,Central Delhi,Delhi
Tamil Nadu,Thiruvallur,2020-04-30,56,26,30,0,1.0,0.0,0.0,Thiruvallur,Tamil Nadu
Bihar,Madhubani,2020-04-30,5,5,0,0,0.0,0.0,0.0,Madhubani,Bihar
Bihar,Banka,2020-04-30,3,3,0,0,0.0,0.0,0.0,Banka,Bihar
Rajasthan,Karauli,2020-04-30,3,1,2,0,0.0,0.0,0.0,Karauli,Rajasthan
Tamil Nadu,Tenkasi,2020-04-30,35,30,5,0,0.0,0.0,0.0,Tenkasi,Tamil Nadu
Tamil Nadu,Tirunelveli,2020-04-30,65,11,54,0,0.0,0.0,1.0,Tirunelveli,Tamil Nadu
Bihar,East Champaran,2020-04-30,5,5,0,0,0.0,0.0,0.0,Purba Champaran,Bihar
Telangana,Rajanna Sircilla,2020-04-30,3,3,0,0,0.0,0.0,0.0,Rajanna Sircilla,Telangana
Bihar,Rohtas,2020-04-30,45,45,0,0,11.0,0.0,0.0,Rohtas,Bihar
Gujarat,Anand,2020-04-30,74,46,24,4,3.0,1.0,1.0,Anand,Gujarat
Bihar,Darbhanga,2020-04-30,5,5,0,0,0.0,0.0,0.0,Darbhanga,Bihar
Telangana,Hyderabad,2020-04-30,548,376,151,21,0.0,3.0,0.0,Hyderabad,Telangana
Bihar,Saran,2020-04-30,6,5,1,0,2.0,0.0,0.0,Saran,Bihar
Tamil Nadu,Tiruvannamalai,2020-04-30,11,1,10,0,0.0,0.0,0.0,Tiruvannamalai,Tamil Nadu
Rajasthan,Jaipur,2020-04-30,907,554,321,32,26.0,2.0,38.0,Jaipur,Rajasthan
Goa,South Goa,2020-04-30,1,0,1,0,0.0,0.0,0.0,South Goa,Goa
Chhattisgarh,Rajnandgaon,2020-04-30,1,0,1,0,0.0,0.0,0.0,Rajnandgaon,Chhattisgarh
Tamil Nadu,Salem,2020-04-30,32,9,23,0,1.0,0.0,3.0,Salem,Tamil Nadu
Tamil Nadu,Chennai,2020-04-30,910,681,214,15,138.0,1.0,4.0,Chennai,Tamil Nadu
Tamil Nadu,Cuddalore,2020-04-30,27,6,21,0,1.0,0.0,3.0,Cuddalore,Tamil Nadu
Tamil Nadu,Sivaganga,2020-04-30,12,2,10,0,0.0,0.0,0.0,Sivaganga,Tamil Nadu
Telangana,Jogulamba Gadwal,2020-04-30,45,35,9,1,0.0,0.0,0.0,Jogulamba Gadwal,Telangana
Telangana,Jayashankar,2020-04-30,3,3,0,0,0.0,0.0,0.0,Jayashankar,Telangana
Tamil Nadu,Kancheepuram,2020-04-30,25,15,9,1,3.0,1.0,0.0,Kancheepuram,Tamil Nadu
Telangana,Mancherial,2020-04-30,1,0,0,1,0.0,0.0,0.0,Mancherial,Telangana
Delhi,North East Delhi,2020-04-30,25,25,0,0,0.0,0.0,0.0,North East Delhi,Delhi
Telangana,Karimnagar,2020-04-30,19,4,15,0,0.0,0.0,0.0,Karimnagar,Telangana
Tamil Nadu,Vellore,2020-04-30,23,8,14,1,0.0,0.0,0.0,Vellore,Tamil Nadu
Gujarat,Bharuch,2020-04-30,31,9,20,2,0.0,0.0,4.0,Bharuch,Gujarat
Rajasthan,Pratapgarh,2020-04-30,2,0,2,0,0.0,0.0,0.0,Pratapgarh,Rajasthan
Telangana,Medak,2020-04-30,5,2,3,0,0.0,0.0,0.0,Medak,Telangana
Bihar,Nalanda,2020-04-30,35,23,12,0,0.0,0.0,6.0,Nalanda,Bihar
Tamil Nadu,Kanniyakumari,2020-04-30,16,6,10,0,0.0,0.0,0.0,Kanniyakumari,Tamil Nadu
Tamil Nadu,Madurai,2020-04-30,84,42,40,2,5.0,1.0,0.0,Madurai,Tamil Nadu
Tamil Nadu,Nagapattinam,2020-04-30,44,9,35,0,0.0,0.0,4.0,Nagappattinam,Tamil Nadu
Rajasthan,Chittaurgarh,2020-04-30,19,18,0,1,3.0,1.0,0.0,Chittaurgarh,Rajasthan
Telangana,Mahabubabad,2020-04-30,1,0,1,0,0.0,0.0,0.0,Mahabubabad,Telangana
Delhi,South East Delhi,2020-04-30,130,130,0,0,0.0,0.0,0.0,South East Delhi,Delhi
Rajasthan,Italians,2020-04-30,2,0,2,0,0.0,0.0,0.0,Italians,Rajasthan
Telangana,Nizamabad,2020-04-30,61,34,27,0,0.0,0.0,0.0,Nizamabad,Telangana
Rajasthan,Pali,2020-04-30,12,10,2,0,0.0,0.0,0.0,Pali,Rajasthan
Tamil Nadu,Ranipet,2020-04-30,39,6,33,0,1.0,0.0,0.0,Ranipet,Tamil Nadu
Bihar,Siwan,2020-04-30,30,5,25,0,0.0,0.0,3.0,Siwan,Bihar
Bihar,Sheikhpura,2020-04-30,1,1,0,0,0.0,0.0,0.0,Sheikhpura,Bihar
Chhattisgarh,Korba,2020-04-30,28,0,28,0,0.0,0.0,2.0,Korba,Chhattisgarh
Gujarat,Aravalli,2020-04-30,19,18,0,1,1.0,0.0,0.0,Aravalli,Gujarat
Bihar,Nawada,2020-04-30,4,2,2,0,0.0,0.0,0.0,Nawada,Bihar
Tamil Nadu,Theni,2020-04-30,44,6,37,1,0.0,0.0,1.0,Theni,Tamil Nadu
Bihar,Aurangabad,2020-04-30,8,8,0,0,0.0,0.0,0.0,Aurangabad,Bihar
Bihar,Patna,2020-04-30,44,38,6,0,2.0,0.0,1.0,Patna,Bihar
Bihar,West Champaran,2020-04-30,5,5,0,0,0.0,0.0,0.0,Pashchim Champaran,Bihar
Rajasthan,Jodhpur,2020-04-30,510,384,120,6,97.0,0.0,17.0,Jodhpur,Rajasthan
Rajasthan,Sawai Madhopur,2020-04-30,8,4,4,0,0.0,0.0,4.0,Sawai Madhopur,Rajasthan
Telangana,Suryapet,2020-04-30,83,79,4,0,0.0,0.0,0.0,Suryapet,Telangana
Tamil Nadu,Kallakurichi,2020-04-30,9,6,3,0,0.0,0.0,0.0,Kallakurichi,Tamil Nadu
Telangana,Jagitial,2020-04-30,3,1,2,0,0.0,0.0,0.0,Jagitial,Telangana
Telangana,Mulugu,2020-04-30,2,0,2,0,0.0,0.0,0.0,Mulugu,Telangana
Telangana,Mahabubnagar,2020-04-30,11,3,8,0,0.0,0.0,0.0,Mahbubnagar,Telangana
Telangana,Nirmal,2020-04-30,20,9,11,0,0.0,0.0,0.0,Nirmal,Telangana
Rajasthan,Sikar,2020-04-30,6,2,2,2,0.0,0.0,0.0,Sikar,Rajasthan
Goa,North Goa,2020-04-30,6,0,6,0,0.0,0.0,0.0,North Goa,Goa
Tamil Nadu,Pudukkottai,2020-04-30,1,1,0,0,0.0,0.0,0.0,Pudukkottai,Tamil Nadu
Telangana,Jangoan,2020-04-30,3,2,1,0,0.0,0.0,0.0,Jangoan,Telangana
Tamil Nadu,Erode,2020-04-30,70,0,69,1,0.0,0.0,0.0,Erode,Tamil Nadu
Chhattisgarh,Surajpur,2020-04-30,3,3,0,0,0.0,0.0,0.0,Surajpur,Chhattisgarh
Tamil Nadu,Ramanathapuram,2020-04-30,18,8,10,0,3.0,0.0,0.0,Ramanathapuram,Tamil Nadu
Tamil Nadu,Tirupathur,2020-04-30,18,1,17,0,0.0,0.0,0.0,Tiruppattur,Tamil Nadu
Rajasthan,Nagaur,2020-04-30,118,104,13,1,0.0,0.0,4.0,Nagaur,Rajasthan
Delhi,Shahdara,2020-04-30,48,48,0,0,0.0,0.0,0.0,Shahdara,Delhi
Telangana,Kamareddy,2020-04-30,12,4,8,0,0.0,0.0,0.0,Kamareddy,Telangana
Rajasthan,Udaipur,2020-04-30,8,4,4,0,0.0,0.0,0.0,Udaipur,Rajasthan
Chandigarh,Chandigarh,2020-04-30,74,56,18,0,6.0,0.0,1.0,Chandigarh,Chandigarh
Delhi,New Delhi,2020-04-30,37,37,0,0,0.0,0.0,0.0,New Delhi,Delhi
Telangana,Adilabad,2020-04-30,21,13,8,0,0.0,0.0,0.0,Adilabad,Telangana
Rajasthan,Dungarpur,2020-04-30,6,1,5,0,0.0,0.0,0.0,Dungarpur,Rajasthan
Gujarat,Bhavnagar,2020-04-30,47,21,21,5,4.0,0.0,0.0,Bhavnagar,Gujarat
Delhi,North Delhi,2020-04-30,60,60,0,0,0.0,0.0,0.0,North Delhi,Delhi
Tamil Nadu,Thoothukkudi,2020-04-30,27,0,25,2,0.0,0.0,0.0,Thoothukkudi,Tamil Nadu
Rajasthan,Hanumangarh,2020-04-30,11,1,10,0,0.0,0.0,5.0,Hanumangarh,Rajasthan
Bihar,Purnia,2020-04-30,1,1,0,0,0.0,0.0,0.0,Purnia,Bihar
Chhattisgarh,Raipur,2020-04-30,6,1,5,0,0.0,0.0,0.0,Raipur,Chhattisgarh
Telangana,Peddapalli,2020-04-30,2,1,1,0,0.0,0.0,0.0,Peddapalli,Telangana
Telangana,Nagarkurnool,2020-04-30,2,0,2,0,0.0,0.0,0.0,Nagarkurnool,Telangana
Bihar,Madhepura,2020-04-30,2,2,0,0,0.0,0.0,0.0,Madhepura,Bihar
Telangana,Nalgonda,2020-04-30,17,6,11,0,0.0,0.0,0.0,Nalgonda,Telangana
Tamil Nadu,Dharmapuri,2020-04-30,1,1,0,0,0.0,0.0,0.0,Dharmapuri,Tamil Nadu
Tamil Nadu,The Nilgiris,2020-04-30,9,0,9,0,0.0,0.0,0.0,The Nilgiris,Tamil Nadu
Rajasthan,Jhalawar,2020-04-30,40,20,20,0,0.0,0.0,0.0,Jhalawar,Rajasthan
Telangana,Sangareddy,2020-04-30,7,2,5,0,0.0,0.0,0.0,Sangareddy,Telangana
Tamil Nadu,Karur,2020-04-30,41,0,41,0,0.0,0.0,0.0,Karur,Tamil Nadu
Rajasthan,Tonk,2020-04-30,134,98,35,1,3.0,0.0,0.0,Tonk,Rajasthan
Tamil Nadu,Tiruchirappalli,2020-04-30,51,6,45,0,0.0,0.0,0.0,Tiruchirappalli,Tamil Nadu
Tamil Nadu,Chengalpattu,2020-04-30,76,27,48,1,5.0,1.0,5.0,Chengalpattu,Tamil Nadu
Rajasthan,Rajsamand,2020-04-30,1,1,0,0,0.0,0.0,0.0,Rajsamand,Rajasthan
Delhi,West Delhi,2020-04-30,122,122,0,0,0.0,0.0,0.0,West Delhi,Delhi
Telangana,Unknown,2020-04-30,29,0,126,0,22.0,0.0,33.0,Unknown,Telangana
Tamil Nadu,Thiruvarur,2020-04-30,30,14,16,0,0.0,0.0,1.0,Thiruvarur,Tamil Nadu
Telangana,Siddipet,2020-04-30,1,0,1,0,0.0,0.0,0.0,Siddipet,Telangana
Tamil Nadu,Perambalur,2020-04-30,9,8,1,0,2.0,0.0,0.0,Perambalur,Tamil Nadu
Jharkhand,Hazaribagh,2020-05-01,3,1,2,0,0.0,0.0,0.0,Hazaribagh,Jharkhand
Bihar,Rohtas,2020-05-01,52,52,0,0,7.0,0.0,0.0,Rohtas,Bihar
Gujarat,Surat,2020-05-01,640,548,66,26,26.0,1.0,12.0,Surat,Gujarat
Bihar,Begusarai,2020-05-01,11,6,5,0,0.0,0.0,0.0,Begusarai,Bihar
Bihar,Sheikhpura,2020-05-01,1,1,0,0,0.0,0.0,0.0,Sheikhpura,Bihar
Jammu and Kashmir,Kishtwar,2020-05-01,1,0,1,0,0.0,0.0,0.0,Kishtwar,Jammu and Kashmir
Tamil Nadu,Theni,2020-05-01,44,6,37,1,0.0,0.0,0.0,Theni,Tamil Nadu
Uttarakhand,Unknown,2020-05-01,0,0,1,1,0.0,1.0,-2.0,Unknown,Uttarakhand
Gujarat,Ahmadabad,2020-05-01,3293,2729,399,165,267.0,16.0,83.0,Ahmadabad,Gujarat
Rajasthan,Other state,2020-05-01,2,0,0,2,2.0,0.0,0.0,Other state,Rajasthan
Maharashtra,Dhule,2020-05-01,25,22,0,3,0.0,0.0,0.0,Dhule,Maharashtra
Punjab,Sangrur,2020-05-01,6,3,3,0,0.0,0.0,0.0,Sangrur,Punjab
Jammu and Kashmir,Kathua,2020-05-01,1,1,0,0,0.0,0.0,0.0,Kathua,Jammu and Kashmir
Haryana,Jind,2020-05-01,2,0,2,0,0.0,0.0,0.0,Jind,Haryana
Uttar Pradesh,Azamgarh,2020-05-01,8,4,4,0,0.0,0.0,0.0,Azamgarh,Uttar Pradesh
Jharkhand,Kodarma,2020-05-01,1,1,0,0,0.0,0.0,0.0,Kodarma,Jharkhand
Uttarakhand,Udham Singh Nagar,2020-05-01,7,3,4,0,0.0,0.0,0.0,Udham Singh Nagar,Uttarakhand
Jharkhand,Ranchi,2020-05-01,83,71,10,2,2.0,0.0,0.0,Ranchi,Jharkhand
Maharashtra,Bhandara,2020-05-01,1,1,0,0,0.0,0.0,0.0,Bhandara,Maharashtra
Punjab,Amritsar,2020-05-01,90,80,8,2,48.0,0.0,2.0,Amritsar,Punjab
