State,District,Date,Confirmed,Active,Recovered,Deceased,NewConfirmed,NewDeceased,NewRecovered,NewDistrict,NewState
Karnataka,Hassan,2020-05-21,67,67,0,0,13.0,0.0,0.0,Hassan,Karnataka
Bihar,Buxar,2020-05-21,75,19,56,0,11.0,0.0,0.0,Buxar,Bihar
Rajasthan,Dholpur,2020-05-21,28,18,10,0,0.0,0.0,0.0,Dhaulpur,Rajasthan
Telangana,Warangal Urban,2020-05-21,27,4,23,0,0.0,0.0,0.0,Warangal Urban,Telangana
Odisha,Mayurbhanj,2020-05-21,14,6,8,0,3.0,0.0,1.0,Mayurbhanj,Odisha
Uttar Pradesh,Prayagraj,2020-05-21,58,39,16,3,0.0,0.0,1.0,Allahabad,Uttar Pradesh
Maharashtra,Nanded,2020-05-21,92,54,34,4,12.0,0.0,5.0,Nanded,Maharashtra
Bihar,Patna,2020-05-21,168,120,46,2,1.0,0.0,0.0,Patna,Bihar
Rajasthan,Jhunjhunu,2020-05-21,71,22,49,0,2.0,0.0,2.0,Jhunjhunun,Rajasthan
Assam,Lakhimpur,2020-05-21,3,2,1,0,2.0,0.0,0.0,Lakhimpur,Assam
Kerala,Kannur,2020-05-21,136,19,116,1,4.0,0.0,0.0,Kannur,Kerala
Gujarat,Banaskantha,2020-05-21,99,17,78,4,11.0,0.0,0.0,Banas Kantha,Gujarat
Haryana,Rewari,2020-05-21,9,9,0,0,0.0,0.0,0.0,Rewari,Haryana
Uttarakhand,Pithoragarh,2020-05-21,0,0,0,0,0.0,0.0,0.0,Pithoragarh,Uttarakhand
Assam,Sonitpur,2020-05-21,8,8,0,0,5.0,0.0,0.0,Sonitpur,Assam
Punjab,Fatehgarh Sahib,2020-05-21,56,2,54,0,0.0,0.0,0.0,Fatehgarh Sahib,Punjab
Uttar Pradesh,Hathras,2020-05-21,20,2,18,0,0.0,0.0,9.0,Hathras,Uttar Pradesh
Gujarat,Surendranagar,2020-05-21,16,13,3,0,3.0,0.0,0.0,Surendranagar,Gujarat
Punjab,Pathankot,2020-05-21,31,2,28,1,2.0,0.0,0.0,Pathankot,Punjab
Madhya Pradesh,Ashoknagar,2020-05-21,6,4,1,1,1.0,0.0,1.0,Ashoknagar,Madhya Pradesh
Ladakh,Leh,2020-05-21,35,1,34,0,0.0,0.0,0.0,Leh (Ladakh),Jammu and Kashmir
Andhra Pradesh,Y.S.R. Kadapa,2020-05-21,107,31,76,0,0.0,0.0,0.0,Y.S.R.,Andhra Pradesh
Madhya Pradesh,Katni,2020-05-21,0,0,0,0,0.0,0.0,0.0,Katni,Madhya Pradesh
Uttar Pradesh,Mahoba,2020-05-21,3,0,2,1,0.0,0.0,0.0,Mahoba,Uttar Pradesh
Telangana,Yadadri Bhuvanagiri,2020-05-21,0,0,0,0,0.0,0.0,0.0,Yadadri Bhuvanagiri,Telangana
Jammu and Kashmir,Udhampur,2020-05-21,33,11,21,1,0.0,0.0,0.0,Udhampur,Jammu and Kashmir
Delhi,New Delhi,2020-05-21,37,37,0,0,0.0,0.0,0.0,New Delhi,Delhi
Bihar,Sheohar,2020-05-21,5,2,3,0,0.0,0.0,0.0,Sheohar,Bihar
Maharashtra,Yavatmal,2020-05-21,111,22,89,0,9.0,0.0,0.0,Yavatmal,Maharashtra
Maharashtra,Palghar,2020-05-21,527,336,177,14,52.0,0.0,11.0,Palghar,Maharashtra
Maharashtra,Hingoli,2020-05-21,110,24,86,0,3.0,0.0,0.0,Hingoli,Maharashtra
Mizoram,Mamit,2020-05-21,0,0,0,0,0.0,0.0,0.0,Mamit,Mizoram
Gujarat,Gir Somnath,2020-05-21,34,31,3,0,6.0,0.0,0.0,Gir Somnath,Gujarat
Himachal Pradesh,Kangra,2020-05-21,41,28,12,1,6.0,0.0,4.0,Kangra,Himachal Pradesh
Karnataka,Chikkaballapura,2020-05-21,26,6,18,2,2.0,0.0,0.0,Chikballapura,Karnataka
Tamil Nadu,Dindigul,2020-05-21,132,25,106,1,5.0,0.0,0.0,Dindigul,Tamil Nadu
Madhya Pradesh,Tikamgarh,2020-05-21,6,3,3,0,0.0,0.0,0.0,Tikamgarh,Madhya Pradesh
Assam,Goalpara,2020-05-21,6,2,4,0,0.0,0.0,0.0,Goalpara,Assam
Uttar Pradesh,Baghpat,2020-05-21,27,7,20,0,0.0,0.0,0.0,Baghpat,Uttar Pradesh
Madhya Pradesh,Khargone,2020-05-21,114,19,87,8,0.0,0.0,0.0,West Nimar,Madhya Pradesh
Chhattisgarh,Bastar,2020-05-21,0,0,0,0,0.0,0.0,0.0,Bastar,Chhattisgarh
Tamil Nadu,Perambalur,2020-05-21,139,26,113,0,0.0,0.0,22.0,Perambalur,Tamil Nadu
Rajasthan,Barmer,2020-05-21,56,55,1,0,6.0,0.0,0.0,Barmer,Rajasthan
Odisha,Nuapada,2020-05-21,0,0,0,0,0.0,0.0,0.0,Nuapada,Odisha
Bihar,East Champaran,2020-05-21,30,20,9,1,11.0,0.0,0.0,Purba Champaran,Bihar
Uttar Pradesh,Varanasi,2020-05-21,124,46,74,4,0.0,0.0,7.0,Varanasi,Uttar Pradesh
Jharkhand,Garhwa,2020-05-21,47,44,3,0,0.0,0.0,0.0,Garhwa,Jharkhand
Arunachal Pradesh,Lepa Rada,2020-05-21,0,0,0,0,0.0,0.0,0.0,Lepa Rada,Arunachal Pradesh
Bihar,Khagaria,2020-05-21,71,70,0,1,1.0,0.0,0.0,Khagaria,Bihar
Assam,Biswanath,2020-05-21,2,2,0,0,0.0,0.0,0.0,Biswanath,Assam
Uttar Pradesh,Etawah,2020-05-21,20,18,2,0,1.0,0.0,0.0,Etawah,Uttar Pradesh
Madhya Pradesh,Ujjain,2020-05-21,481,237,193,51,61.0,1.0,17.0,Ujjain,Madhya Pradesh
Madhya Pradesh,Agar Malwa,2020-05-21,13,0,12,1,0.0,0.0,0.0,Agar Malwa,Madhya Pradesh
Bihar,Muzaffarpur,2020-05-21,30,24,6,0,0.0,0.0,0.0,Muzaffarpur,Bihar
Madhya Pradesh,Bhind,2020-05-21,42,42,0,0,4.0,0.0,0.0,Bhind,Madhya Pradesh
Gujarat,Kheda,2020-05-21,54,26,26,2,1.0,1.0,1.0,Kheda,Gujarat
Odisha,Nayagarh,2020-05-21,21,20,1,0,11.0,0.0,0.0,Nayagarh,Odisha
Uttar Pradesh,Ambedkar Nagar,2020-05-21,31,31,0,0,9.0,0.0,0.0,Ambedkar Nagar,Uttar Pradesh
Delhi,South West Delhi,2020-05-21,42,42,0,0,0.0,0.0,0.0,South West Delhi,Delhi
Tripura,South Tripura,2020-05-21,0,0,0,0,0.0,0.0,0.0,South Tripura,Tripura
Maharashtra,Parbhani,2020-05-21,18,16,1,1,9.0,0.0,0.0,Parbhani,Maharashtra
Karnataka,Shivamogga,2020-05-21,32,32,0,0,6.0,0.0,0.0,Shimoga,Karnataka
Himachal Pradesh,Kullu,2020-05-21,1,1,0,0,0.0,0.0,0.0,Kullu,Himachal Pradesh
Chhattisgarh,Mahasamund,2020-05-21,0,0,0,0,0.0,0.0,0.0,Mahasamund,Chhattisgarh
Lakshadweep,Lakshadweep,2020-05-21,0,0,0,0,0.0,0.0,0.0,Lakshadweep,Lakshadweep
Tamil Nadu,Virudhunagar,2020-05-21,69,29,40,0,8.0,0.0,3.0,Virudunagar,Tamil Nadu
Uttar Pradesh,Firozabad,2020-05-21,204,14,184,6,0.0,1.0,3.0,Firozabad,Uttar Pradesh
Nagaland,Mokokchung,2020-05-21,0,0,0,0,0.0,0.0,0.0,Mokokchung,Nagaland
Rajasthan,Pali,2020-05-21,227,178,45,4,10.0,0.0,0.0,Pali,Rajasthan
Tamil Nadu,Kallakurichi,2020-05-21,120,62,58,0,8.0,0.0,0.0,Kallakurichi,Tamil Nadu
Tamil Nadu,Thanjavur,2020-05-21,80,14,66,0,4.0,0.0,0.0,Thanjavur,Tamil Nadu
West Bengal,Jalpaiguri,2020-05-21,4,0,4,0,0.0,0.0,0.0,Jalpaiguri,West Bengal
Karnataka,Bengaluru Rural,2020-05-21,6,0,6,0,0.0,0.0,0.0,Bangalore Rural,Karnataka
Madhya Pradesh,Damoh,2020-05-21,6,6,0,0,1.0,0.0,0.0,Damoh,Madhya Pradesh
Madhya Pradesh,Khandwa,2020-05-21,208,117,81,10,22.0,0.0,2.0,East Nimar,Madhya Pradesh
Chhattisgarh,Bijapur,2020-05-21,0,0,0,0,0.0,0.0,0.0,Bijapur,Chhattisgarh
Telangana,Kamareddy,2020-05-21,12,4,8,0,0.0,0.0,0.0,Kamareddy,Telangana
Rajasthan,Italians,2020-05-21,2,0,2,0,0.0,0.0,0.0,Italians,Rajasthan
Manipur,Chandel,2020-05-21,0,0,0,0,0.0,0.0,0.0,Chandel,Manipur
Arunachal Pradesh,East Siang,2020-05-21,0,0,0,0,0.0,0.0,0.0,East Siang,Arunachal Pradesh
Gujarat,Dang,2020-05-21,2,0,2,0,0.0,0.0,0.0,Dang,Gujarat
Andhra Pradesh,Visakhapatnam,2020-05-21,81,33,47,1,0.0,0.0,0.0,Visakhapatnam,Andhra Pradesh
Gujarat,Chhota Udaipur,2020-05-21,22,8,14,0,0.0,0.0,0.0,Chhota Udaipur,Gujarat
Madhya Pradesh,Alirajpur,2020-05-21,3,0,3,0,0.0,0.0,0.0,Alirajpur,Madhya Pradesh
Madhya Pradesh,Guna,2020-05-21,1,1,0,0,0.0,0.0,0.0,Guna,Madhya Pradesh
Uttar Pradesh,Agra,2020-05-21,845,142,675,28,9.0,1.0,50.0,Agra,Uttar Pradesh
Arunachal Pradesh,Upper Dibang Valley,2020-05-21,0,0,0,0,0.0,0.0,0.0,Upper Dibang Valley,Arunachal Pradesh
Arunachal Pradesh,Tirap,2020-05-21,0,0,0,0,0.0,0.0,0.0,Tirap,Arunachal Pradesh
Uttar Pradesh,Mau,2020-05-21,13,12,1,0,9.0,0.0,0.0,Mau,Uttar Pradesh
Karnataka,Belagavi,2020-05-21,125,68,56,1,9.0,0.0,0.0,Belgaum,Karnataka
Tamil Nadu,Dharmapuri,2020-05-21,5,1,4,0,0.0,0.0,0.0,Dharmapuri,Tamil Nadu
Manipur,Churachandpur,2020-05-21,16,16,0,0,0.0,0.0,0.0,Churachandpur,Manipur
Meghalaya,West Khasi Hills,2020-05-21,0,0,0,0,0.0,0.0,0.0,West Khasi Hills,Meghalaya
Tamil Nadu,Tenkasi,2020-05-21,83,33,50,0,8.0,0.0,2.0,Tenkasi,Tamil Nadu
Telangana,Nalgonda,2020-05-21,17,5,12,0,0.0,0.0,0.0,Nalgonda,Telangana
Nagaland,Phek,2020-05-21,0,0,0,0,0.0,0.0,0.0,Phek,Nagaland
Uttarakhand,Rudraprayag,2020-05-21,0,0,0,0,0.0,0.0,0.0,Rudraprayag,Uttarakhand
Maharashtra,Unknown,2020-05-21,0,-1408,1408,0,-35.0,0.0,729.0,Unknown,Maharashtra
Telangana,Komaram Bheem,2020-05-21,7,5,2,0,0.0,0.0,0.0,Komaram Bheem,Telangana
Assam,Other State,2020-05-21,1,0,1,0,0.0,0.0,0.0,Other State,Assam
Jharkhand,Simdega,2020-05-21,3,1,2,0,0.0,0.0,0.0,Simdega,Jharkhand
Kerala,Kasaragod,2020-05-21,199,19,180,0,1.0,0.0,0.0,Kasaragod,Kerala
Haryana,Karnal,2020-05-21,21,9,11,1,1.0,0.0,2.0,Karnal,Haryana
Punjab,Ferozepur,2020-05-21,44,0,43,1,0.0,0.0,0.0,Firozpur,Punjab
Haryana,Kaithal,2020-05-21,5,2,3,0,0.0,0.0,0.0,Kaithal,Haryana
Uttar Pradesh,Fatehpur,2020-05-21,29,23,6,0,5.0,0.0,2.0,Fatehpur,Uttar Pradesh
Telangana,Nirmal,2020-05-21,20,7,13,0,0.0,0.0,0.0,Nirmal,Telangana
Assam,Hailakandi,2020-05-21,1,0,0,1,0.0,0.0,0.0,Hailakandi,Assam
Odisha,Deogarh,2020-05-21,2,1,1,0,0.0,0.0,0.0,Debagarh,Odisha
Jharkhand,Palamu,2020-05-21,15,0,15,0,0.0,0.0,7.0,Palamu,Jharkhand
West Bengal,Birbhum,2020-05-21,16,10,6,0,0.0,0.0,0.0,Birbhum,West Bengal
Chhattisgarh,Korba,2020-05-21,29,1,28,0,0.0,0.0,0.0,Korba,Chhattisgarh
Rajasthan,Churu,2020-05-21,60,45,14,1,8.0,0.0,0.0,Churu,Rajasthan
Karnataka,Kolar,2020-05-21,11,11,0,0,2.0,0.0,0.0,Kolar,Karnataka
Uttar Pradesh,Sant Kabir Nagar,2020-05-21,46,17,25,4,0.0,0.0,0.0,Sant Kabir Nagar,Uttar Pradesh
Odisha,Balasore,2020-05-21,122,80,42,0,0.0,0.0,15.0,Baleshwar,Odisha
Tamil Nadu,Tirunelveli,2020-05-21,254,165,88,1,11.0,0.0,10.0,Tirunelveli,Tamil Nadu
Gujarat,Ahmedabad,2020-05-21,9449,5500,3330,619,233.0,17.0,200.0,Ahmadabad,Gujarat
Punjab,Shahid Bhagat Singh Nagar,2020-05-21,105,6,98,1,0.0,0.0,0.0,Shahid Bhagat Singh Nagar,Punjab
Uttar Pradesh,Chitrakoot,2020-05-21,19,10,8,1,3.0,1.0,0.0,Chitrakoot,Uttar Pradesh
Haryana,Kurukshetra,2020-05-21,9,6,3,0,2.0,0.0,0.0,Kurukshetra,Haryana
Bihar,Unknown,2020-05-21,197,174,23,0,169.0,0.0,0.0,Unknown,Bihar
Karnataka,Bidar,2020-05-21,67,44,21,2,0.0,0.0,0.0,Bidar,Karnataka
Meghalaya,West Jaintia Hills,2020-05-21,0,0,0,0,0.0,0.0,0.0,West Jaintia Hills,Meghalaya
Jharkhand,Jamtara,2020-05-21,2,0,2,0,0.0,0.0,0.0,Jamtara,Jharkhand
Meghalaya,West Garo Hills,2020-05-21,1,1,0,0,0.0,0.0,0.0,West Garo Hills,Meghalaya
Gujarat,Jamnagar,2020-05-21,46,19,25,2,3.0,0.0,3.0,Jamnagar,Gujarat
West Bengal,Paschim Bardhaman,2020-05-21,20,8,10,2,1.0,0.0,0.0,Barddhaman,West Bengal
Meghalaya,East Garo Hills,2020-05-21,0,0,0,0,0.0,0.0,0.0,East Garo Hills,Meghalaya
Andhra Pradesh,Unknown,2020-05-21,45,4,41,0,-12.0,0.0,-28.0,Unknown,Andhra Pradesh
Jammu and Kashmir,Srinagar,2020-05-21,173,70,97,6,5.0,1.0,0.0,Srinagar,Jammu and Kashmir
Assam,Dima Hasao,2020-05-21,0,0,0,0,0.0,0.0,0.0,Dima Hasao,Assam
Punjab,Fazilka,2020-05-21,44,3,41,0,0.0,0.0,2.0,Fazilka,Punjab
Manipur,Bishnupur,2020-05-21,0,0,0,0,0.0,0.0,0.0,Bishnupur,Manipur
Meghalaya,East Khasi Hills,2020-05-21,13,0,12,1,0.0,0.0,0.0,East Khasi Hills,Meghalaya
Assam,Barpeta,2020-05-21,0,0,0,0,0.0,0.0,0.0,Barpeta,Assam
Jammu and Kashmir,Ganderbal,2020-05-21,27,12,15,0,2.0,0.0,0.0,Ganderbal,Jammu and Kashmir
Nagaland,Zunheboto,2020-05-21,0,0,0,0,0.0,0.0,0.0,Zunheboto,Nagaland
Madhya Pradesh,Other Region,2020-05-21,0,0,0,0,0.0,0.0,0.0,Other Region,Madhya Pradesh
Manipur,Pherzawl,2020-05-21,0,0,0,0,0.0,0.0,0.0,Pherzawl,Manipur
Assam,Udalguri,2020-05-22,2,2,0,0,1.0,0.0,0.0,Udalguri,Assam
Manipur,Chandel,2020-05-22,0,0,0,0,0.0,0.0,0.0,Chandel,Manipur
Karnataka,Koppal,2020-05-22,3,3,0,0,0.0,0.0,0.0,Koppal,Karnataka
Tripura,Dhalai,2020-05-22,162,16,146,0,0.0,0.0,0.0,Dhalai,Tripura
Rajasthan,Barmer,2020-05-22,70,69,1,0,14.0,0.0,0.0,Barmer,Rajasthan
Goa,North Goa,2020-05-22,6,0,6,0,0.0,0.0,0.0,North Goa,Goa
Madhya Pradesh,Bhind,2020-05-22,44,42,2,0,2.0,0.0,2.0,Bhind,Madhya Pradesh
Delhi,North East Delhi,2020-05-22,25,25,0,0,0.0,0.0,0.0,North East Delhi,Delhi
Chhattisgarh,Korba,2020-05-22,29,1,28,0,0.0,0.0,0.0,Korba,Chhattisgarh
Jammu and Kashmir,Kishtwar,2020-05-22,6,5,1,0,0.0,0.0,0.0,Kishtwar,Jammu and Kashmir
Kerala,Alappuzha,2020-05-22,13,8,5,0,0.0,0.0,0.0,Alappuzha,Kerala
Tamil Nadu,Tiruppur,2020-05-22,114,0,114,0,0.0,0.0,0.0,Tiruppur,Tamil Nadu
Uttar Pradesh,Kanpur Dehat,2020-05-22,7,5,1,1,0.0,0.0,0.0,Kanpur Dehat,Uttar Pradesh
Assam,Sivasagar,2020-05-22,6,6,0,0,3.0,0.0,0.0,Sivasagar,Assam
Arunachal Pradesh,Pakke Kessang,2020-05-22,0,0,0,0,0.0,0.0,0.0,Pakke Kessang,Arunachal Pradesh
Haryana,Palwal,2020-05-22,40,3,37,0,0.0,0.0,1.0,Palwal,Haryana
Assam,Dhemaji,2020-05-22,0,0,0,0,0.0,0.0,0.0,Dhemaji,Assam
Jammu and Kashmir,Udhampur,2020-05-22,33,11,21,1,0.0,0.0,0.0,Udhampur,Jammu and Kashmir
Haryana,Panipat,2020-05-22,46,11,32,3,0.0,0.0,1.0,Panipat,Haryana
Manipur,Kamjong,2020-05-22,0,0,0,0,0.0,0.0,0.0,Kamjong,Manipur
Uttar Pradesh,Ambedkar Nagar,2020-05-22,31,31,0,0,0.0,0.0,0.0,Ambedkar Nagar,Uttar Pradesh
West Bengal,Birbhum,2020-05-22,17,11,6,0,1.0,0.0,0.0,Birbhum,West Bengal
Manipur,Imphal West,2020-05-22,5,4,1,0,0.0,0.0,0.0,Imphal West,Manipur
Mizoram,Kolasib,2020-05-22,0,0,0,0,0.0,0.0,0.0,Kolasib,Mizoram
Odisha,Khordha,2020-05-22,74,23,48,3,3.0,0.0,0.0,Khordha,Odisha
Odisha,Cuttack,2020-05-22,56,52,3,1,11.0,0.0,1.0,Cuttack,Odisha
Bihar,Gopalganj,2020-05-22,89,71,18,0,8.0,0.0,0.0,Gopalganj,Bihar
Arunachal Pradesh,Papum Pare,2020-05-22,0,0,0,0,0.0,0.0,0.0,Papum Pare,Arunachal Pradesh
Bihar,Sitamarhi,2020-05-22,10,3,6,1,1.0,0.0,2.0,Sitamarhi,Bihar
Bihar,Kishanganj,2020-05-22,14,7,7,0,0.0,0.0,4.0,Kishanganj,Bihar
Odisha,Kendrapara,2020-05-22,40,31,9,0,0.0,0.0,1.0,Kendrapara,Odisha
Uttarakhand,Haridwar,2020-05-22,12,5,7,0,2.0,0.0,1.0,Hardwar,Uttarakhand
Karnataka,Raichur,2020-05-22,26,26,0,0,10.0,0.0,0.0,Raichur,Karnataka
Jammu and Kashmir,Shopiyan,2020-05-22,127,25,102,0,18.0,0.0,4.0,Shupiyan,Jammu and Kashmir
Haryana,Kaithal,2020-05-22,5,2,3,0,0.0,0.0,0.0,Kaithal,Haryana
Tamil Nadu,Airport Quarantine,2020-05-22,62,62,0,0,1.0,0.0,0.0,Airport Quarantine,Tamil Nadu
Karnataka,Haveri,2020-05-22,6,6,0,0,3.0,0.0,0.0,Haveri,Karnataka
Assam,Bongaigaon,2020-05-22,5,0,5,0,0.0,0.0,0.0,Bongaigaon,Assam
Assam,Hojai,2020-05-22,10,10,0,0,0.0,0.0,0.0,Hojai,Assam
Tripura,Unknown,2020-05-22,4,4,0,0,0.0,0.0,0.0,Unknown,Tripura
Chhattisgarh,Bilaspur,2020-05-22,10,9,1,0,2.0,0.0,0.0,Bilaspur,Chhattisgarh
Mizoram,Saitual,2020-05-22,0,0,0,0,0.0,0.0,0.0,Saitual,Mizoram
Manipur,Bishnupur,2020-05-22,0,0,0,0,0.0,0.0,0.0,Bishnupur,Manipur
Haryana,Sirsa,2020-05-22,9,1,8,0,1.0,0.0,0.0,Sirsa,Haryana
Rajasthan,Churu,2020-05-22,60,33,26,1,0.0,0.0,12.0,Churu,Rajasthan
Maharashtra,Gadchiroli,2020-05-22,9,9,0,0,2.0,0.0,0.0,Garhchiroli,Maharashtra
Rajasthan,Dungarpur,2020-05-22,302,294,8,0,27.0,0.0,0.0,Dungarpur,Rajasthan
Assam,Nalbari,2020-05-22,6,2,4,0,0.0,0.0,0.0,Nalbari,Assam
Uttar Pradesh,Muzaffarnagar,2020-05-22,35,10,25,0,0.0,0.0,0.0,Muzaffarnagar,Uttar Pradesh
Puducherry,Puducherry,2020-05-22,18,11,7,0,0.0,0.0,0.0,Puducherry,Puducherry
Andhra Pradesh,Other State,2020-05-22,153,128,25,0,0.0,0.0,0.0,Other State,Andhra Pradesh
Assam,Golaghat,2020-05-22,15,6,9,0,0.0,0.0,0.0,Golaghat,Assam
Rajasthan,Bharatpur,2020-05-22,134,7,123,4,4.0,0.0,8.0,Bharatpur,Rajasthan
Mizoram,Lunglei,2020-05-22,0,0,0,0,0.0,0.0,0.0,Lunglei,Mizoram
Rajasthan,Evacuees,2020-05-22,61,0,61,0,0.0,0.0,0.0,Evacuees,Rajasthan
Tripura,North Tripura,2020-05-22,4,3,1,0,0.0,0.0,0.0,North Tripura,Tripura
Uttar Pradesh,Basti,2020-05-22,120,88,30,2,0.0,0.0,0.0,Basti,Uttar Pradesh
Bihar,Araria,2020-05-22,5,3,2,0,1.0,0.0,1.0,Araria,Bihar
Goa,Unknown,2020-05-22,30,30,0,0,2.0,0.0,0.0,Unknown,Goa
Kerala,Kasaragod,2020-05-22,206,26,180,0,7.0,0.0,0.0,Kasaragod,Kerala
Bihar,West Champaran,2020-05-22,27,16,11,0,0.0,0.0,0.0,Pashchim Champaran,Bihar
Rajasthan,Other State,2020-05-22,9,4,0,5,0.0,0.0,0.0,Other State,Rajasthan
Madhya Pradesh,Other Region,2020-05-22,0,0,0,0,0.0,0.0,0.0,Other Region,Madhya Pradesh
Manipur,Kangpokpi,2020-05-22,0,0,0,0,0.0,0.0,0.0,Kangpokpi,Manipur
Uttar Pradesh,Mathura,2020-05-22,59,17,38,4,0.0,0.0,0.0,Mathura,Uttar Pradesh
Jammu and Kashmir,Doda,2020-05-22,1,1,0,0,0.0,0.0,0.0,Doda,Jammu and Kashmir
Tamil Nadu,Dharmapuri,2020-05-22,5,0,5,0,0.0,0.0,1.0,Dharmapuri,Tamil Nadu
Maharashtra,Aurangabad,2020-05-22,1187,709,436,42,61.0,3.0,25.0,Aurangabad,Maharashtra
Uttar Pradesh,Lalitpur,2020-05-22,1,0,0,1,0.0,0.0,0.0,Lalitpur,Uttar Pradesh
Arunachal Pradesh,Lower Subansiri,2020-05-22,0,0,0,0,0.0,0.0,0.0,Lower Subansiri,Arunachal Pradesh
Tamil Nadu,Tiruvannamalai,2020-05-22,172,97,75,0,2.0,0.0,13.0,Tiruvannamalai,Tamil Nadu
Maharashtra,Hingoli,2020-05-22,112,25,87,0,2.0,0.0,1.0,Hingoli,Maharashtra
Delhi,Unknown,2020-05-22,11531,5427,5897,207,660.0,14.0,330.0,Unknown,Delhi
Madhya Pradesh,Shajapur,2020-05-22,9,1,7,1,0.0,0.0,0.0,Shajapur,Madhya Pradesh
Uttar Pradesh,Auraiya,2020-05-22,20,8,12,0,0.0,0.0,0.0,Auraiya,Uttar Pradesh
Tamil Nadu,Thoothukkudi,2020-05-22,143,107,34,2,9.0,0.0,5.0,Thoothukkudi,Tamil Nadu
Kerala,Kozhikode,2020-05-22,42,17,25,0,5.0,0.0,0.0,Kozhikode,Kerala
Himachal Pradesh,Sirmaur,2020-05-22,4,2,2,0,0.0,0.0,0.0,Sirmaur,Himachal Pradesh
Chhattisgarh,Raipur,2020-05-22,8,1,7,0,0.0,0.0,0.0,Raipur,Chhattisgarh
Haryana,Jind,2020-05-22,23,8,15,0,0.0,0.0,0.0,Jind,Haryana
Lakshadweep,Lakshadweep,2020-05-22,0,0,0,0,0.0,0.0,0.0,Lakshadweep,Lakshadweep
Uttar Pradesh,Varanasi,2020-05-22,124,46,74,4,0.0,0.0,0.0,Varanasi,Uttar Pradesh
Punjab,Rupnagar,2020-05-22,60,1,58,1,0.0,0.0,6.0,Rupnagar,Punjab
Bihar,Bhojpur,2020-05-22,39,16,23,0,1.0,0.0,5.0,Bhojpur,Bihar
Delhi,East Delhi,2020-05-22,38,38,0,0,0.0,0.0,0.0,East Delhi,Delhi
Madhya Pradesh,Burhanpur,2020-05-22,209,99,99,11,3.0,0.0,66.0,Burhanpur,Madhya Pradesh
Telangana,Mancherial,2020-05-22,1,0,0,1,0.0,0.0,0.0,Mancherial,Telangana
Arunachal Pradesh,Lower Siang,2020-05-22,0,0,0,0,0.0,0.0,0.0,Lower Siang,Arunachal Pradesh
Haryana,Panchkula,2020-05-22,26,2,24,0,0.0,0.0,0.0,Panchkula,Haryana
Karnataka,Shivamogga,2020-05-22,34,34,0,0,2.0,0.0,0.0,Shimoga,Karnataka
Madhya Pradesh,Tikamgarh,2020-05-22,6,3,3,0,0.0,0.0,0.0,Tikamgarh,Madhya Pradesh
Jammu and Kashmir,Ramban,2020-05-22,30,29,1,0,0.0,0.0,0.0,Ramban,Jammu and Kashmir
Jammu and Kashmir,Kulgam,2020-05-22,193,180,12,1,1.0,0.0,2.0,Kulgam,Jammu and Kashmir
Jammu and Kashmir,Pulwama,2020-05-22,21,12,9,0,2.0,0.0,0.0,Pulwama,Jammu and Kashmir
Delhi,North Delhi,2020-05-22,60,60,0,0,0.0,0.0,0.0,North Delhi,Delhi
Delhi,West Delhi,2020-05-22,122,122,0,0,0.0,0.0,0.0,West Delhi,Delhi
Telangana,Narayanpet,2020-05-22,1,0,0,1,0.0,0.0,0.0,Narayanpet,Telangana
Himachal Pradesh,Kangra,2020-05-22,43,30,12,1,2.0,0.0,0.0,Kangra,Himachal Pradesh
Telangana,Siddipet,2020-05-22,1,0,1,0,0.0,0.0,0.0,Siddipet,Telangana
Haryana,Faridabad,2020-05-22,185,75,104,6,4.0,0.0,14.0,Faridabad,Haryana
Uttar Pradesh,Banda,2020-05-22,22,1,21,0,0.0,0.0,0.0,Banda,Uttar Pradesh
Uttar Pradesh,Sitapur,2020-05-22,34,13,21,0,0.0,0.0,0.0,Sitapur,Uttar Pradesh
Telangana,Warangal Urban,2020-05-22,27,4,23,0,0.0,0.0,0.0,Warangal Urban,Telangana
Mizoram,Khawzawl,2020-05-22,0,0,0,0,0.0,0.0,0.0,Khawzawl,Mizoram
Odisha,Sundargarh,2020-05-22,28,5,23,0,1.0,0.0,8.0,Sundargarh,Odisha
Uttar Pradesh,Chandauli,2020-05-22,15,15,0,0,0.0,0.0,0.0,Chandauli,Uttar Pradesh
Karnataka,Uttara Kannada,2020-05-22,66,54,12,0,1.0,0.0,0.0,Uttara Kannada,Karnataka
Assam,Dibrugarh,2020-05-22,1,1,0,0,0.0,0.0,0.0,Dibrugarh,Assam
Punjab,Kapurthala,2020-05-22,34,1,30,3,0.0,0.0,0.0,Kapurthala,Punjab
Jammu and Kashmir,Kupwara,2020-05-22,128,79,49,0,3.0,0.0,1.0,Kupwara,Jammu and Kashmir
Jammu and Kashmir,Bandipora,2020-05-22,139,9,129,1,1.0,0.0,1.0,Bandipore,Jammu and Kashmir
Mizoram,Mamit,2020-05-22,0,0,0,0,0.0,0.0,0.0,Mamit,Mizoram
Telangana,Unknown,2020-05-22,40,-470,492,18,0.0,3.0,7.0,Unknown,Telangana
Uttar Pradesh,Sultanpur,2020-05-22,42,38,4,0,0.0,0.0,0.0,Sultanpur,Uttar Pradesh
Delhi,New Delhi,2020-05-22,37,37,0,0,0.0,0.0,0.0,New Delhi,Delhi
Punjab,Pathankot,2020-05-22,31,2,28,1,0.0,0.0,0.0,Pathankot,Punjab
