Date,State,NewConfirmed,NewDeceased,NewRecovered,Confirmed,Deceased,Recovered,Active,doubling_time_last_2days,doubling_time_last_5days,doubling_time_last_7days,doubling_time_last_10days
2020-04-27,Andaman and Nicobar Islands,0,0,0,33,0,11,22,,8.547556456757274,7.315049847507587,8.083818218387457
2020-04-28,Andaman and Nicobar Islands,0,0,4,33,0,15,18,,26.822145815266023,8.00485672573663,8.791181557867741
2020-04-29,Andaman and Nicobar Islands,0,0,0,33,0,15,18,,,11.966579039460182,9.57492943960922
2020-04-30,Andaman and Nicobar Islands,0,0,1,33,0,16,17,,,37.55100414137243,10.450071210725124
2020-05-01,Andaman and Nicobar Islands,0,0,0,33,0,16,17,,,,11.435509608195186
2020-05-02,Andaman and Nicobar Islands,0,0,10,33,0,26,7,,,,17.095112913514548
2020-05-03,Andaman and Nicobar Islands,0,0,6,33,0,32,1,,,,53.644291630532045
2020-05-04,Andaman and Nicobar Islands,0,0,0,33,0,32,1,,,,
2020-05-05,Andaman and Nicobar Islands,0,0,0,33,0,32,1,,,,
2020-05-06,Andaman and Nicobar Islands,0,0,0,33,0,32,1,,,,
2020-05-07,Andaman and Nicobar Islands,0,0,1,33,0,33,0,,,,
2020-05-08,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-09,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-10,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-11,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-12,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-13,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-14,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-15,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-16,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-17,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-18,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-19,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-20,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-21,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-22,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-23,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-24,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-25,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-26,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-27,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-28,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-29,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-30,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-05-31,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-06-01,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-06-02,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-06-03,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-06-04,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-06-05,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-06-06,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-06-07,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-06-08,Andaman and Nicobar Islands,0,0,0,33,0,33,0,,,,
2020-06-09,Andaman and Nicobar Islands,1,0,0,34,0,33,1,46.43741239920092,116.09353099800231,162.5309433972032,232.18706199600462
2020-06-10,Andaman and Nicobar Islands,1,0,0,35,0,33,2,47.82380673395789,58.90051752532588,82.46072453545624,117.80103505065176
2020-06-11,Andaman and Nicobar Islands,3,0,0,38,0,33,5,16.85708194668162,24.56599332249451,34.39239065149231,49.13198664498902
2020-06-12,Andaman and Nicobar Islands,0,0,0,38,0,33,5,,24.56599332249451,34.39239065149231,49.13198664498902
2020-06-13,Andaman and Nicobar Islands,0,0,0,38,0,33,5,,31.159506523520307,34.39239065149231,49.13198664498902
2020-06-14,Andaman and Nicobar Islands,2,0,0,40,0,33,7,27.0268146679298,25.95446534842217,25.222137169547565,36.031624527925096
2020-06-15,Andaman and Nicobar Islands,1,0,0,41,0,33,8,56.142069051877456,45.610245907924835,25.917367112093416,31.93277407563691
2020-06-16,Andaman and Nicobar Islands,3,0,0,44,0,33,11,19.63101273256509,23.640203084571873,21.202573520282176,24.094208396532096
2020-06-17,Andaman and Nicobar Islands,0,0,0,44,0,33,11,,23.640203084571873,33.09628431840062,24.094208396532096
2020-03-14,Andhra Pradesh,1,0,0,1,0,0,1,,,,
2020-03-15,Andhra Pradesh,0,0,0,1,0,0,1,,,,
2020-03-16,Andhra Pradesh,0,0,0,1,0,0,1,,,,
2020-03-17,Andhra Pradesh,0,0,0,1,0,0,1,,,,
2020-03-18,Andhra Pradesh,0,0,0,1,0,0,1,,,,
2020-03-19,Andhra Pradesh,2,0,0,3,0,0,3,1.2618595071429148,3.154648767857287,,
2020-03-20,Andhra Pradesh,0,0,0,3,0,0,3,,3.154648767857287,4.416508275000202,
2020-03-21,Andhra Pradesh,2,0,0,5,0,0,5,2.7138308977134478,2.1533827903669653,3.0147359065137516,
2020-03-22,Andhra Pradesh,1,0,0,6,0,0,6,7.6035680338478615,1.934264036172708,2.707969650641791,
2020-03-23,Andhra Pradesh,1,0,0,7,0,0,7,8.99311221120384,4.090339495506258,2.493450309756155,3.5620718710802217
2020-03-24,Andhra Pradesh,1,0,0,8,0,0,8,10.381786139368867,3.533475263057119,2.3333333333333335,3.3333333333333335
2020-03-25,Andhra Pradesh,2,0,1,10,0,1,9,6.21256743901078,5.0,4.030016497454114,3.0102999566398116
2020-03-26,Andhra Pradesh,1,0,0,11,0,1,10,14.545081794683426,5.717754804097593,3.734390677922687,2.8906482631788784
2020-03-27,Andhra Pradesh,2,0,0,13,0,1,12,8.298476292364223,5.5985725229304935,5.077940498954773,2.7023815442731975
2020-03-28,Andhra Pradesh,6,0,0,19,0,1,18,3.653049469157531,4.006642970954926,4.209348931845743,3.755212686694933
2020-03-29,Andhra Pradesh,2,0,0,21,0,1,20,13.851383446452367,4.671197544401621,4.416508275000202,3.5620718710802217
2020-03-30,Andhra Pradesh,2,0,0,23,0,1,22,15.238729949686986,4.698672544308728,4.5944964510114445,4.542081304421505
2020-03-31,Andhra Pradesh,21,0,0,44,0,1,43,2.1370497196007014,2.8425372502224246,3.274848402457616,3.4789032651878147
2020-04-01,Andhra Pradesh,67,0,1,111,0,2,109,1.4981450181352658,1.9634882658281476,2.098960438808886,2.508113153954933
2020-04-02,Andhra Pradesh,38,0,0,149,0,2,147,4.708622725809671,1.7687525190476039,1.989354790679682,2.3701352414585743
2020-04-03,Andhra Pradesh,15,1,0,164,1,2,161,14.452591739535347,1.7642969503505133,2.251075658770656,2.4779315971163562
2020-04-04,Andhra Pradesh,28,0,0,192,1,2,189,8.79466882255739,2.3523534953761893,2.192539361284524,2.4239304675738778
2020-04-05,Andhra Pradesh,64,0,3,256,1,5,250,4.818841679306419,4.147367123074646,2.0135552285179164,2.32581923369999
2020-04-06,Andhra Pradesh,47,2,0,303,3,5,295,8.22456404026653,4.8827864504735725,2.5146005206603466,2.5029744910647524
2020-04-07,Andhra Pradesh,11,1,0,314,4,5,305,38.87513595313339,5.3357878283265325,4.666029341366486,2.562589108100196
2020-04-08,Andhra Pradesh,34,0,1,348,4,6,338,13.484108412436909,5.827634910790252,5.720005835050545,2.5514229473386307
2020-04-09,Andhra Pradesh,15,2,4,363,6,10,347,32.85030132711388,9.924066245385363,6.106743787431517,3.2847258298171016
2020-04-10,Andhra Pradesh,18,0,0,381,6,10,365,28.644492693746862,15.129819722665891,7.080113704252296,5.620404655182589
2020-04-11,Andhra Pradesh,24,0,0,405,6,10,389,22.693513475307444,13.618139512248392,10.577563723500292,6.931882442266862
2020-04-12,Andhra Pradesh,15,1,2,420,7,12,401,38.118893668402954,18.42964518475044,14.85973889717038,7.370861512806475
2020-04-13,Andhra Pradesh,19,0,0,439,7,12,420,31.33243766579428,18.231448059135555,14.479072529106697,8.38142434808521
2020-04-14,Andhra Pradesh,45,4,4,484,11,16,457,14.205947107397803,14.483683487972183,14.708362336531456,10.883012394380499
2020-04-15,Andhra Pradesh,41,3,4,525,14,20,491,17.04879040106429,13.354860842598676,13.14929641790245,12.610346377582527
2020-04-16,Andhra Pradesh,9,0,0,534,14,20,500,81.5583546183197,14.432079736786527,14.372278100379303,13.053549083137284
2020-04-17,Andhra Pradesh,38,0,15,572,14,35,523,20.166290202376146,13.096060404125637,14.05359368853032,13.948405165898857
2020-04-18,Andhra Pradesh,31,2,7,603,16,42,545,26.26641720754363,15.765363235006761,13.415906982681724,13.657686005120443
2020-04-19,Andhra Pradesh,44,1,23,647,17,65,565,19.683545650037736,16.58659270982995,12.510169596010423,13.08943844634358
2020-04-20,Andhra Pradesh,75,3,27,722,20,92,610,12.639578478472242,11.490050547389778,12.13188840122002,11.98930176693453
2020-04-21,Andhra Pradesh,35,2,4,757,22,96,639,29.28495092074525,12.367722471106795,13.258181479888325,11.766035135366408
2020-04-22,Andhra Pradesh,56,2,24,813,24,120,669,19.424632273893085,11.598308358821871,11.54323846565773,11.248158517771424
2020-04-23,Andhra Pradesh,80,3,21,893,27,141,725,14.770522607733653,10.755129167059257,10.892482928018065,11.316657730131018
2020-04-24,Andhra Pradesh,62,2,4,955,29,145,781,20.65250392393968,12.391515502456645,10.552614316289255,11.585024733295496
2020-04-25,Andhra Pradesh,61,2,26,1016,31,171,814,22.389455571501628,11.777586494236635,10.751651244156179,10.7759926456094
2020-04-26,Andhra Pradesh,81,0,60,1097,31,231,835,18.072867766397028,11.567747471398835,11.599144498824248,10.64422609904937
2020-04-27,Andhra Pradesh,80,0,4,1177,31,235,911,19.694577547950935,12.550760297544729,10.99334075936723,10.363935683730492
2020-04-28,Andhra Pradesh,82,0,23,1259,31,258,970,20.583763206272497,12.540579912179233,11.094363453732965,10.411887331359164
2020-04-29,Andhra Pradesh,73,0,29,1332,31,287,1014,24.595466267709607,12.797749879578912,12.134617943870488,11.318320122608641
2020-04-30,Andhra Pradesh,71,0,34,1403,31,321,1051,26.69481134488702,14.086432192614284,12.613922399204746,11.234064153217277
2020-05-01,Andhra Pradesh,60,2,82,1463,33,403,1027,33.104492723838,15.932931327437696,13.307241827670197,11.79798296686892
2020-05-02,Andhra Pradesh,62,0,38,1525,33,441,1051,33.40042744446283,18.08115809852269,14.729222695900637,12.952073302224326
2020-05-03,Andhra Pradesh,58,0,47,1583,33,488,1062,37.13881610040698,20.07490565076065,16.372471477040136,13.71575383827981
2020-05-04,Andhra Pradesh,67,0,36,1650,33,524,1093,33.44214907232351,21.371995282987793,17.940081804286887,14.294584639894554
2020-05-05,Andhra Pradesh,67,1,65,1717,34,589,1094,34.828634057790744,21.648745054514627,19.110230040898468,15.472055980369701
2020-05-06,Andhra Pradesh,60,2,140,1777,36,729,1012,40.36030285985193,22.661920005158457,20.532153985590533,16.825687331580983
2020-05-07,Andhra Pradesh,56,2,51,1833,38,780,1015,44.679653519099766,23.635573819412993,21.520118689731984,18.452618653471035
2020-05-08,Andhra Pradesh,54,3,62,1887,41,842,1004,47.74678497878657,25.822658450822487,22.78014186695433,19.900484026476473
2020-05-09,Andhra Pradesh,43,3,45,1930,44,887,999,61.52629910484985,29.63651264983845,24.480695207654,21.735074550066724
2020-05-10,Andhra Pradesh,50,1,38,1980,45,925,1010,54.20115479937342,32.03962682816775,26.612488118467514,22.90579944383548
2020-05-11,Andhra Pradesh,38,0,73,2018,45,998,975,72.92418356400619,36.0439881668315,30.03825993281823,24.745313086070954
2020-05-12,Andhra Pradesh,71,1,58,2089,46,1056,987,40.09115288030563,34.07896531201356,29.995439274219336,24.99055126437397
2020-05-13,Andhra Pradesh,48,1,86,2137,47,1142,948,61.023208616580334,34.01683113924539,31.619821748078998,26.800965696379237
2020-05-14,Andhra Pradesh,68,1,50,2205,48,1192,965,44.25586745420504,32.2002649412765,31.154834103764305,27.70938052457633
2020-05-15,Andhra Pradesh,102,0,60,2307,48,1252,1007,30.656345503341516,25.894415164862405,27.193214680899086,26.555182864074364
2020-05-16,Andhra Pradesh,48,1,101,2355,49,1353,953,67.31954096113002,28.91601369523881,27.974640481148224,27.66096598250324
2020-05-17,Andhra Pradesh,25,1,103,2380,50,1456,874,131.28085608898408,32.18027844351349,29.40739077797521,29.86258873776041
2020-05-18,Andhra Pradesh,52,0,96,2432,50,1552,830,64.14027684147243,35.3695405711436,31.91527150113893,29.981197475954737
2020-05-19,Andhra Pradesh,57,2,69,2489,52,1621,816,59.83903024864513,45.64199867915943,31.82117267266716,30.296989265697665
2020-05-20,Andhra Pradesh,71,1,43,2560,53,1664,843,49.2883016832696,41.52246248069148,32.50293678251273,29.136031944409297
2020-05-21,Andhra Pradesh,45,1,41,2605,54,1705,846,79.55588000471259,38.366566756259445,39.9394361852122,31.400045105847234
2020-05-22,Andhra Pradesh,62,1,26,2667,55,1731,881,58.93715264080083,37.57291133137759,38.9992209238152,31.286084892115063
2020-05-23,Andhra Pradesh,47,1,48,2714,56,1779,879,79.3559601436558,40.04661732603169,36.94727915005604,33.37315139938267
2020-05-24,Andhra Pradesh,66,0,62,2780,56,1841,883,57.696475943118664,42.037623215515225,36.28039797943712,37.16548108725084
2020-05-25,Andhra Pradesh,106,0,51,2886,56,1892,938,37.046355649670076,33.83226282748678,32.786106747066356,34.089641577093914
2020-05-26,Andhra Pradesh,97,1,125,2983,57,2017,909,41.93515840190978,30.95090730310697,31.72874030953968,30.693450609731485
2020-05-27,Andhra Pradesh,134,1,48,3117,58,2065,994,31.548638778700276,25.03286386882475,27.040099979978518,27.93179632662156
2020-05-28,Andhra Pradesh,128,1,68,3245,59,2133,1053,34.44693187471203,22.408100375130108,24.734925228951976,26.133388879164553
2020-05-29,Andhra Pradesh,85,1,101,3330,60,2234,1036,53.613986005333366,24.21883627396497,23.72065554022985,26.358909384312913
2020-05-30,Andhra Pradesh,131,0,55,3461,60,2289,1112,35.928080758731426,23.318180451967365,22.144606532444747,24.395862745671355
2020-05-31,Andhra Pradesh,110,2,51,3571,62,2340,1169,44.30739436726104,25.48809979228137,22.782243462935334,23.74674707658499
2020-06-01,Andhra Pradesh,105,2,34,3676,64,2374,1238,47.83701046166888,27.79039331906842,23.227047220486043,22.84586113383159
2020-06-02,Andhra Pradesh,115,0,40,3791,64,2414,1313,45.002789167736424,26.729923320738827,24.78575357967953,22.34668963053665
2020-06-03,Andhra Pradesh,180,4,50,3971,68,2464,1439,29.884687979740036,25.212615546445452,24.031539049141966,21.71877800241938
2020-06-04,Andhra Pradesh,141,3,65,4112,71,2529,1512,39.731491663515406,24.56856004144285,23.002247627130487,21.59471405421387
2020-06-05,Andhra Pradesh,138,2,36,4250,73,2565,1612,41.99688756490619,23.88617858045506,23.62678590985598,22.356126163146175
2020-06-06,Andhra Pradesh,210,0,75,4460,73,2640,1747,28.74353298190567,21.325121408993628,21.82619279820474,21.794790923176972
2020-06-07,Andhra Pradesh,199,2,29,4659,75,2669,1915,31.75781727326045,21.69028301361232,20.47480704190062,20.639913557952127
2020-06-08,Andhra Pradesh,154,0,42,4813,75,2711,2027,42.629295796666845,22.017105119959528,20.327684197830294,21.01955424372799
2020-06-09,Andhra Pradesh,69,2,48,4882,77,2759,2046,97.39055725963112,24.99881832226619,23.4923030656169,22.165863730807988
2020-06-10,Andhra Pradesh,365,1,110,5247,78,2869,2300,19.22698024711342,21.326592552702124,19.906013730638165,19.479658453541898
2020-06-11,Andhra Pradesh,182,2,99,5429,80,2968,2381,40.65561745811207,22.65866297340414,19.817472998524384,19.30099414012339
2020-06-12,Andhra Pradesh,207,0,123,5636,80,3091,2465,37.04724027212336,21.95532467486136,20.732883653453523,19.795345786500903
2020-06-13,Andhra Pradesh,222,2,94,5858,82,3185,2591,35.8830761355154,19.01604168987369,21.1872189894996,19.58603241246676
2020-06-14,Andhra Pradesh,294,2,131,6152,84,3316,2752,28.3096411974582,21.78054061005814,19.767361871775474,18.74088740574584
2020-06-15,Andhra Pradesh,304,2,69,6456,86,3385,2985,28.74179543413467,20.003673094577625,17.362476877620193,18.740739668640124
2020-06-16,Andhra Pradesh,264,2,128,6720,88,3513,3119,34.589715753947516,19.70135726305663,19.609576523667183,18.92359193166121
2020-06-17,Andhra Pradesh,351,2,128,7071,90,3641,3340,27.228285893761548,18.415794799614325,18.361726114744364,18.01873759852953
2020-03-14,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-15,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-16,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-17,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-18,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-19,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-20,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-21,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-22,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-23,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-24,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-25,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-26,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-27,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-28,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-29,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-30,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-03-31,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-04-01,Arunachal Pradesh,0,0,0,0,0,0,0,,,,
2020-04-02,Arunachal Pradesh,1,0,0,1,0,0,1,0.0,0.0,0.0,0.0
2020-04-03,Arunachal Pradesh,0,0,0,1,0,0,1,,0.0,0.0,0.0
2020-04-04,Arunachal Pradesh,0,0,0,1,0,0,1,,0.0,0.0,0.0
2020-04-05,Arunachal Pradesh,0,0,0,1,0,0,1,,0.0,0.0,0.0
2020-04-06,Arunachal Pradesh,0,0,0,1,0,0,1,,,0.0,0.0
2020-04-07,Arunachal Pradesh,0,0,0,1,0,0,1,,,0.0,0.0
2020-04-08,Arunachal Pradesh,0,0,0,1,0,0,1,,,,0.0
2020-04-09,Arunachal Pradesh,0,0,0,1,0,0,1,,,,0.0
2020-04-10,Arunachal Pradesh,0,0,0,1,0,0,1,,,,0.0
2020-04-11,Arunachal Pradesh,0,0,0,1,0,0,1,,,,
2020-04-12,Arunachal Pradesh,0,0,0,1,0,0,1,,,,
2020-04-13,Arunachal Pradesh,0,0,0,1,0,0,1,,,,
2020-04-14,Arunachal Pradesh,0,0,0,1,0,0,1,,,,
2020-04-15,Arunachal Pradesh,0,0,1,1,0,1,0,,,,
2020-04-16,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-04-17,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-04-18,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-04-19,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-04-20,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-04-21,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-04-22,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-04-23,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-04-24,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-04-25,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-04-26,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-04-27,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-04-28,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-04-29,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-04-30,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-01,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-02,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-03,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-04,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-05,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-06,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-07,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-08,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-09,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-10,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-11,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-12,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-13,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-14,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-15,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-16,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-17,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-18,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-19,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-20,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-21,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-22,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-23,Arunachal Pradesh,0,0,0,1,0,1,0,,,,
2020-05-24,Arunachal Pradesh,1,0,0,2,0,1,1,2.0,5.0,7.0,10.0
2020-05-25,Arunachal Pradesh,0,0,0,2,0,1,1,,5.0,7.0,10.0
2020-05-26,Arunachal Pradesh,0,0,0,2,0,1,1,,5.0,7.0,10.0
2020-05-27,Arunachal Pradesh,0,0,0,2,0,1,1,,5.0,7.0,10.0
2020-05-28,Arunachal Pradesh,1,0,0,3,0,1,2,3.4190225827029095,8.547556456757274,4.416508275000202,6.309297535714574
2020-05-29,Arunachal Pradesh,0,0,0,3,0,1,2,,8.547556456757274,4.416508275000202,6.309297535714574
2020-05-30,Arunachal Pradesh,1,0,0,4,0,1,3,4.818841679306419,5.0,7.0,5.0
2020-05-31,Arunachal Pradesh,0,0,0,4,0,1,3,,5.0,7.0,5.0
2020-06-01,Arunachal Pradesh,18,0,0,22,0,1,21,0.8131960184801333,1.7394516325939073,2.023453784225215,2.242438242175754
2020-06-02,Arunachal Pradesh,5,0,0,27,0,1,26,6.769200112485969,1.5773243839286435,1.864236943441523,2.66319563348789
